"ID_INDIVIDU","POSTE","MOIS_NAISSANCE","NATIONALITE","CF_AGREE","POLE_ESPOIR","NB_PALMARES_AVANT_17","exp_avant_17","Anthropometrie","Detente_horizontale","Vitesse_lineaire","Vivacite","Jeux_reduits","Match","Conduite_de_balle","Gardiens_de_but","Jonglerie_en_mouvement","Vitesse_max_aerobie","NB_BUT_PAR_MIN_JOUE_PAR_SAISON_AVANT_17","NB_MIN_JOUE_PAR_MATCH_PAR_SAISON_AVANT_17","NB_CLUB_AVANT_17","TOP_50_AVANT_17","TOP_50_150_AVANT_17","top_restant_AVANT_17","France U16","France U17","U16_NB_BUT","U16_NB_MATCH_JOUE","U16_NB_MIN_JOUE","U16_TITULARISATION","U17_NB_BUT","U17_NB_MATCH_JOUE","U17_NB_MIN_JOUE","U17_TITULARISATION","Y"
2231,"Defenseur",10,"France","CFM - CENTRE DE FORMATION VALENCIENNES F.C.","aucun",2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.002,125.25,2,"1","0","1",1,1,NA,3,270,3,NA,12,1002,11,1
2249,"Defenseur",1,"France","CFM - CENTRE DE FORMATION F.C. NANTES","PEM - PEM CLAIREFONTAINE",1,0,NA,11.52,14.27,11.52,15,15,14.27,11.51,11.52,8.76,0.00028,19.52,2,"0","1","1",1,1,NA,8,417,4,NA,3,163,2,0
2297,"Attaquant",5,"Maroc","aucun","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00193,12.67,2,"1","0","1",0,1,NA,NA,NA,NA,NA,2,83,1,0
2309,"Defenseur",7,"France","CFM - CENTRE DE FORMATION LE HAVRE A.C.","aucun",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",1,1,1,15,1194,14,1,17,1453,16,1
2321,"Attaquant",4,"France","CFM - CENTRE DE FORMATION F.C. DES GIRONDINS DE BORDEAUX","aucun",0,0,NA,12.26,12.26,12.26,12.26,12.26,12.26,12.26,12.26,NA,0.00072,23.39,1,"0","0","1",1,1,NA,6,247,2,NA,1,23,NA,0
2344,"Defenseur",2,"France","CFM - CENTRE DE FORMATION TOULOUSE FOOTBALL CLUB","aucun",0,0,16.88,15.59,17.84,15.59,16.24,16.24,17.84,15.59,15.59,15.59,4e-05,15.56,2,"0","1","1",0,1,NA,NA,NA,NA,NA,3,222,2,0
2350,"Defenseur",1,"France","CFM - CENTRE DE FORMATION TOULOUSE FOOTBALL CLUB","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",1,1,NA,4,300,3,NA,5,377,4,1
2352,"Milieu",7,"France","CFM - CENTRE DE FORMATION O.G.C. NICE COTE D'AZUR","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00022,11.4,3,"1","1","0",1,1,NA,6,284,3,1,12,393,3,0
2359,"Defenseur",2,"France","CFM - CENTRE DE FORMATION ST. RENNAIS F.C.","PEM - PEM GUADELOUPE",0,0,NA,NA,NA,NA,16.41,16.41,16.41,16.41,NA,NA,0,16.43,1,"1","0","0",0,1,NA,NA,NA,NA,NA,18,1265,15,1
2361,"Defenseur",2,"Turquie","CFM - CENTRE DE FORMATION O. DE LYON ET DU RHONE","PEM - PEM NANCY",2,0,NA,14.55,13.51,14.55,14.61,14.61,13.51,14.55,14.55,15.94,0,16.28,3,"1","0","0",0,1,NA,NA,NA,NA,NA,10,654,7,0
2367,"Gardien de But",1,"France","CFM - CENTRE DE FORMATION TOULOUSE FOOTBALL CLUB","aucun",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",0,1,NA,NA,NA,NA,NA,3,180,2,0
2368,"Milieu",2,"France","CFM - CENTRE DE FORMATION O. DE LYON ET DU RHONE","aucun",1,0,NA,15.64,15.64,15.64,14.82,14.82,15.64,15.64,15.64,NA,0.00042,34.06,2,"1","0","0",1,1,3,12,903,9,2,15,1214,15,1
2369,"Attaquant",2,"Cameroun","CFM - CENTRE DE FORMATION F.C. NANTES","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",0,1,NA,NA,NA,NA,NA,3,182,2,1
2386,"Milieu",2,"France","aucun","aucun",2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,31,1,"1","0","0",1,1,NA,6,368,5,NA,2,115,1,1
2424,"Gardien de But",3,"France","CFM - CENTRE DE FORMATION A.S. ST ETIENNE","aucun",2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",1,1,NA,7,630,7,NA,1,90,1,1
2432,"Defenseur",2,"France","CFM - CENTRE DE FORMATION F.C. DES GIRONDINS DE BORDEAUX","aucun",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,74,1,"0","0","1",1,1,NA,12,942,11,NA,1,90,1,0
2465,"Gardien de But",3,"Tunisie","CFM - CENTRE DE FORMATION O.G.C. NICE COTE D'AZUR","aucun",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",1,1,NA,2,180,2,NA,2,180,2,1
2479,"Milieu",8,"France","CFM - CENTRE DE FORMATION F.C. DES GIRONDINS DE BORDEAUX","aucun",0,0,NA,13.74,13.93,13.74,13.49,13.49,13.93,13.74,13.74,13.02,0.00019,13.95,4,"0","1","1",1,1,NA,6,308,3,NA,2,113,2,0
2491,"Milieu",3,"France","CFM - LOSC LILLE ASSOCIATION","aucun",1,0,NA,13.55,13.55,13.55,NA,NA,13.55,13.55,13.55,NA,0.00046,37.07,1,"1","0","0",1,1,NA,5,181,2,1,11,552,7,0
2500,"Milieu",5,"France","CFM - CENTRE DE FORMATION ST. RENNAIS F.C.","aucun",0,0,NA,10.32,10.32,10.32,NA,NA,10.32,10.32,10.32,NA,1e-04,23.76,1,"1","0","0",1,1,NA,10,508,5,NA,10,654,8,1
2512,"Gardien de But",5,"France","CFM - CENTRE DE FORMATION O. DE LYON ET DU RHONE","aucun",2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",1,1,NA,7,579,6,NA,2,180,2,1
2527,"Milieu",3,"France","aucun","aucun",0,0,NA,17.79,17.24,17.79,18.42,18.42,17.24,17.24,17.24,20,0.00021,15.91,1,"1","0","0",1,1,NA,2,89,1,NA,3,132,2,1
2532,"Defenseur",3,"France","CFM - CENTRE DE FORMATION EN AVANT GUINGAMP","aucun",0,0,13.63,11.21,8.19,11.21,9.01,9.01,8.19,11.21,11.21,13.63,9e-05,16.53,2,"0","0","0",1,1,NA,5,268,3,NA,2,180,2,0
2537,"Gardien de But",12,"France","CFM - CENTRE DE FORMATION EN AVANT GUINGAMP","aucun",0,0,6.53,6.53,6.53,6.53,NA,NA,NA,NA,NA,6.53,0,12.64,2,"0","0","0",0,1,NA,NA,NA,NA,NA,1,90,1,1
2557,"Milieu",8,"France","CFM - CENTRE DE FORMATION F.C. DES GIRONDINS DE BORDEAUX","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",0,1,NA,NA,NA,NA,NA,1,90,1,0
2591,"Milieu",1,"France","CFM - LOSC LILLE ASSOCIATION","aucun",1,0,NA,15.09,15.09,15.09,NA,NA,15.09,15.09,15.09,NA,0.00076,32.22,1,"1","0","0",1,1,NA,11,537,6,1,8,286,2,1
2593,"Defenseur",3,"France","CFM - CENTRE DE FORMATION ST. RENNAIS F.C.","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6e-05,26.19,1,"1","0","0",1,1,NA,2,114,1,NA,2,131,2,1
2605,"Defenseur",7,"France","CFM - CENTRE DE FORMATION F.C. DES GIRONDINS DE BORDEAUX","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1e-04,12.73,1,"0","0","1",1,1,NA,4,230,2,NA,2,180,2,0
2660,"Defenseur",12,"France","aucun","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",0,1,NA,NA,NA,NA,2,12,567,5,1
2672,"Defenseur",9,"France","aucun","aucun",2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,27.12,1,"1","0","0",1,1,NA,4,192,2,NA,14,1066,13,1
2680,"Attaquant",1,"France","CFM - CENTRE DE FORMATION O. DE LYON ET DU RHONE","aucun",0,0,10.96,10.96,13.41,10.96,10.96,10.96,13.41,10.96,10.96,10.96,0.00061,15.83,3,"1","0","0",0,1,NA,NA,NA,NA,NA,1,71,1,0
2690,"Milieu",11,"France","CFM - CENTRE DE FORMATION ST. MALHERBE CAEN-CALV.B.NORM.","aucun",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",0,1,NA,NA,NA,NA,1,13,774,8,1
2695,"Defenseur",3,"France","CFM - CENTRE DE FORMATION TOULOUSE FOOTBALL CLUB","PEM - PEM CASTELMAUROU",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,71.45,1,"0","1","0",1,1,NA,11,744,7,NA,8,568,6,1
2709,"Attaquant",6,"France","CFM - CENTRE DE FORMATION MONTPELLIER HERAULT SP.C.","aucun",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00062,59.89,1,"0","0","0",0,1,NA,NA,NA,NA,3,4,264,3,1
2711,"Gardien de But",7,"France","aucun","aucun",4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",1,1,NA,10,900,10,NA,12,1080,12,1
2715,"Attaquant",11,"France","aucun","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",1,1,1,1,49,NA,1,4,345,4,1
2716,"Attaquant",4,"France","CFM - CENTRE DE FORMATION ST. RENNAIS F.C.","PEM - PEM PLOUFRAGAN",3,0,13.88,14.54,14.79,14.54,14.54,14.54,14.79,14.54,14.54,13.88,0.00123,17.35,3,"1","0","1",1,1,12,17,1026,10,4,19,1240,13,0
2718,"Milieu",7,"France","aucun","aucun",2,0,11.48,14.82,16.49,14.82,16.49,16.49,16.49,14.82,14.82,11.48,0.00078,21.98,1,"1","0","0",1,1,1,10,454,6,2,18,1128,13,0
2780,"Milieu",5,"France","CFM - CENTRE DE FORMATION F.C. NANTES","PEM - PEM SAINT-SEBASTIEN SUR LOIRE",1,0,15.75,15.19,15.41,15.19,15.39,15.39,14.63,14.76,14.76,14.83,0.00043,19.73,1,"0","1","0",1,1,NA,3,115,1,1,6,216,3,0
2783,"Gardien de But",2,"France","CFM - CENTRE DE FORMATION DIJON FOOTBALL CÔTE D'OR","PEM - PEM DIJON",0,0,16.67,16.5,16.81,16.5,15.69,15.69,16.81,16.5,16.5,16.09,0,19,2,"0","0","1",1,1,NA,4,360,4,NA,1,90,1,0
2797,"Defenseur",3,"France","CFM - CENTRE DE FORMATION LE HAVRE A.C.","aucun",0,0,14.51,15.13,15.13,15.13,15.13,15.13,NA,NA,NA,NA,1e-04,11.52,1,"0","1","0",0,1,NA,NA,NA,NA,NA,6,387,3,1
2809,"Defenseur",5,"France","CFM - CENTRE DE FORMATION F.C. SOCHAUX MONTBELIARD","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00085,83.57,1,"0","0","1",1,1,2,12,815,8,NA,7,449,4,1
2821,"Defenseur",2,"France","CFM - CENTRE DE FORMATION ST. LAVALLOIS F.C.","aucun",0,0,6.33,6.33,6.33,6.33,6.33,6.33,NA,NA,NA,NA,0,37.72,2,"1","0","0",0,1,NA,NA,NA,NA,NA,1,74,1,1
2830,"Defenseur",4,"France","CFM - CENTRE DE FORMATION TOULOUSE FOOTBALL CLUB","PEM - PEM CASTELMAUROU",0,0,13.45,13.45,13.45,13.45,13.45,13.45,NA,13.45,13.45,13.45,3e-05,15.77,1,"0","1","0",0,1,NA,NA,NA,NA,NA,7,399,4,1
2837,"Milieu",3,"France","aucun","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3e-04,12.71,1,"1","0","0",1,1,NA,2,154,2,2,9,678,7,1
2876,"Attaquant",5,"France","CFM - CENTRE DE FORMATION ST. RENNAIS F.C.","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",0,1,NA,NA,NA,NA,NA,8,523,7,1
2882,"Attaquant",2,"France","CFM - CENTRE DE FORMATION LE HAVRE A.C.","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00086,10.93,2,"0","1","0",0,1,NA,NA,NA,NA,NA,4,180,2,1
2893,"Defenseur",1,"France","CFM - CENTRE DE FORMATION AMIENS SP.C. PICARDIE","aucun",0,0,13.85,13.54,14.48,13.54,14.59,14.59,14.48,13.54,13.54,12.27,3e-05,21.32,2,"0","0","1",1,1,NA,10,527,6,NA,4,270,3,1
2912,"Defenseur",4,"France","CFM - CENTRE DE FORMATION F.C. NANTES","PEM - PEM SAINT-SEBASTIEN SUR LOIRE",1,0,12.9,12.41,11.54,12.41,12.98,12.98,11.91,12.75,12.75,13.85,7e-05,22.24,1,"0","1","0",0,1,NA,NA,NA,NA,NA,4,182,2,0
2922,"Defenseur",6,"France","CFM - CENTRE DE FORMATION AS NANCY LORRAINE","PEM - PEM AIX EN PROVENCE",0,0,11.69,11.4,11.11,11.4,11.42,11.42,11.11,11.19,11.19,11.69,0,16.7,3,"0","1","0",0,1,NA,NA,NA,NA,NA,1,90,1,0
2923,"Attaquant",3,"Guadeloupe","CFM - CENTRE DE FORMATION ST. MALHERBE CAEN-CALV.B.NORM.","aucun",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",1,1,6,11,630,7,6,20,1227,14,1
2927,"Defenseur",6,"France","CFM - CENTRE DE FORMATION TOULOUSE FOOTBALL CLUB","aucun",0,0,13.29,11.87,13.29,11.87,11.87,11.87,NA,11.87,11.87,11.87,0.00012,13.36,1,"0","1","0",0,1,NA,NA,NA,NA,NA,8,437,5,0
2935,"Defenseur",6,"France","aucun","aucun",2,0,NA,16.22,16.22,16.22,15.98,15.98,16.22,16.22,16.22,NA,6e-05,26.13,2,"1","0","0",1,1,NA,9,555,5,NA,9,769,8,1
2943,"Milieu",9,"Algérie","CFM - CENTRE DE FORMATION O. DE LYON ET DU RHONE","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",1,1,NA,3,189,1,2,6,424,4,1
2971,"Milieu",4,"France","CFM - CENTRE DE FORMATION AS NANCY LORRAINE","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",0,1,NA,NA,NA,NA,NA,8,620,7,1
2977,"Gardien de But",9,"France","CFM - CENTRE DE FORMATION R.C. LENSOIS","aucun",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,29.12,1,"0","1","0",1,1,NA,5,409,4,NA,3,227,2,1
2990,"Defenseur",4,"France","CFM - CENTRE DE FORMATION F.C. NANTES","aucun",2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,80.78,1,"0","1","0",1,1,1,16,1020,13,NA,1,90,1,1
2997,"Milieu",1,"France","CFM - CENTRE DE FORMATION F.C. NANTES","aucun",1,0,NA,10.8,10.8,10.8,NA,NA,10.8,10.8,10.8,NA,0.00014,41.52,1,"0","1","0",1,1,NA,10,794,9,NA,7,481,5,1
3011,"Milieu",7,"France","aucun","aucun",1,0,NA,12.57,12.57,12.57,NA,NA,12.57,12.57,12.57,NA,0.00083,33.03,1,"1","0","0",1,1,4,10,578,8,1,16,1106,13,1
3025,"Attaquant",8,"France","CFM - CENTRE DE FORMATION F.C. SOCHAUX MONTBELIARD","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",0,1,NA,NA,NA,NA,NA,4,178,1,1
3035,"Defenseur",1,"Bénin","CFM - CENTRE DE FORMATION ST. RENNAIS F.C.","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",1,1,NA,2,112,1,NA,1,90,1,0
3050,"Milieu",6,"France","CFM - CENTRE DE FORMATION ST. MALHERBE CAEN-CALV.B.NORM.","aucun",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",1,1,1,7,479,5,NA,15,996,11,1
3064,"Milieu",2,"France","aucun","aucun",2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,29.1,1,"1","0","0",0,1,NA,NA,NA,NA,1,6,213,1,1
3086,"Attaquant",3,"France","CFM - CENTRE DE FORMATION EN AVANT GUINGAMP","PEM - PEM SAINT-SEBASTIEN SUR LOIRE",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",1,1,2,6,289,4,NA,2,40,NA,0
3088,"Attaquant",1,"France","CFM - CENTRE DE FORMATION EN AVANT GUINGAMP","aucun",0,0,10.73,11.65,12.56,11.65,10.73,10.73,12.56,11.65,11.65,10.73,9e-04,22.76,1,"0","0","0",0,1,NA,NA,NA,NA,NA,3,114,1,0
3094,"Milieu",9,"France","CFM - CENTRE DE FORMATION TOULOUSE FOOTBALL CLUB","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",0,1,NA,NA,NA,NA,NA,4,223,2,1
3102,"Milieu",2,"Comores","CFM - CENTRE DE FORMATION O.G.C. NICE COTE D'AZUR","PEM - PEM AIX EN PROVENCE",0,0,14.61,11.84,9.48,11.84,11.84,11.84,9.48,11.84,11.84,13.41,4e-05,19.08,2,"0","1","0",1,1,NA,3,199,2,NA,4,150,1,0
3112,"Milieu",2,"France","CFM - CENTRE DE FORMATION LE HAVRE A.C.","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00024,18.65,3,"0","1","1",0,1,NA,NA,NA,NA,NA,1,37,NA,0
3115,"Defenseur",7,"France","CFM - CENTRE DE FORMATION F.C. METZ","aucun",0,0,12.84,13.54,14.42,13.54,14.86,14.86,14.42,13.54,13.54,12.84,2e-04,21.03,1,"0","0","1",0,1,NA,NA,NA,NA,NA,1,46,1,0
3117,"Attaquant",7,"France","CFM - CENTRE DE FORMATION O.G.C. NICE COTE D'AZUR","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00035,23.25,1,"0","1","0",1,1,3,4,107,1,NA,2,36,NA,1
3135,"Milieu",1,"France","CFM - CENTRE DE FORMATION F.C. NANTES","PEM - PEM SAINT-SEBASTIEN SUR LOIRE",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",1,1,NA,7,397,5,NA,7,604,7,1
3139,"Defenseur",2,"Togo","CFM - CENTRE DE FORMATION TOULOUSE FOOTBALL CLUB","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,88.3,1,"0","1","0",1,1,1,8,537,7,NA,3,270,3,0
3141,"Milieu",2,"France","aucun","aucun",3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"1","0","0",1,1,5,16,1005,13,1,12,839,10,1
3156,"Attaquant",1,"France","CFM - CENTRE DE FORMATION ST. RENNAIS F.C.","PEM - PEM PLOUFRAGAN",1,0,NA,14.3,14.3,14.3,NA,NA,14.3,14.3,14.3,NA,0.00091,32.87,1,"1","0","0",1,1,5,16,981,11,NA,13,690,7,0
3167,"Defenseur",3,"France","CFM - CENTRE DE FORMATION F.C. DES GIRONDINS DE BORDEAUX","PEM - PEM CASTELMAUROU",0,0,16.67,15.42,14.48,15.42,15.68,15.68,14.48,15.42,15.42,16.67,5e-05,20.49,3,"0","0","1",0,1,NA,NA,NA,NA,NA,1,44,NA,0
3176,"Defenseur",3,"France","CFM - CENTRE DE FORMATION O.G.C. NICE COTE D'AZUR","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,39.9,1,"0","1","0",0,1,NA,NA,NA,NA,NA,6,540,6,0
3177,"Milieu",8,"France","CFM - CENTRE DE FORMATION ST DE REIMS","aucun",0,0,NA,19.41,18.77,19.41,19.09,19.09,18.77,19.41,19.41,19.41,0.00017,11.68,1,"0","0","1",0,1,NA,NA,NA,NA,1,21,1518,17,1
3226,"Defenseur",6,"France","aucun","aucun",2,0,9.46,13.86,14.96,13.86,14.96,14.96,14.96,13.86,13.86,9.46,0.00023,17.41,1,"1","0","0",1,1,4,11,841,8,NA,18,1594,18,0
3236,"Attaquant",5,"France","CFM - CENTRE DE FORMATION TOULOUSE FOOTBALL CLUB","aucun",2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",1,1,4,8,437,4,2,17,885,10,0
3241,"Attaquant",7,"France","CFM - CENTRE DE FORMATION A.J. AUXERROISE","aucun",0,0,NA,13.5,13.5,13.5,13.5,13.5,13.5,13.5,13.5,NA,0.00094,20.85,2,"0","0","1",0,1,NA,NA,NA,NA,NA,6,288,2,1
3264,"Gardien de But",2,"France","aucun","PEM - PEM CLAIREFONTAINE",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"1","0","0",0,1,NA,NA,NA,NA,NA,10,900,10,1
3281,"Defenseur",3,"France","CFM - CENTRE DE FORMATION F.C. METZ","aucun",1,0,NA,16.7,16.7,16.7,NA,NA,16.7,16.7,16.7,NA,8e-05,29.4,1,"0","0","1",1,1,NA,12,790,9,NA,16,1359,15,0
3321,"Milieu",2,"France","CFM - CENTRE DE FORMATION O. DE LYON ET DU RHONE","PEM - PEM DIJON",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,75.08,2,"1","0","0",1,1,NA,11,560,8,NA,2,96,1,1
3342,"Defenseur",2,"France","CFM - CENTRE DE FORMATION R.C. STRASBOURG ALSACE","PEM - PEM DIJON",0,0,19.32,19.32,NA,19.32,17.41,17.41,NA,19.32,19.32,19.32,2e-05,12.59,5,"0","0","1",0,1,NA,NA,NA,NA,NA,8,443,5,0
3358,"Defenseur",1,"Mauritanie","CFM - CENTRE DE FORMATION A.J. AUXERROISE","aucun",2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",0,1,NA,NA,NA,NA,NA,7,374,4,0
3363,"Milieu",7,"Cameroun","CFM - CENTRE DE FORMATION F.C. METZ","aucun",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",1,1,NA,6,291,4,NA,3,132,1,1
3378,"Defenseur",11,"France","CFM - CENTRE DE FORMATION O.G.C. NICE COTE D'AZUR","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",0,1,NA,NA,NA,NA,NA,3,270,3,1
3385,"Attaquant",2,"France","CFM - CENTRE DE FORMATION AS NANCY LORRAINE","PEM - PEM NANCY",0,0,18.45,18.1,17.94,18.1,17.46,17.46,17.81,18.03,18.03,18.62,0.00087,18.14,2,"0","0","0",0,1,NA,NA,NA,NA,NA,2,40,NA,0
3415,"Defenseur",1,"France","CFM - CENTRE DE FORMATION A.S. ST ETIENNE","aucun",3,0,NA,NA,NA,NA,11.67,11.67,10,NA,NA,NA,0.00015,19.33,1,"0","0","1",1,1,NA,1,90,1,NA,1,44,NA,0
3417,"Gardien de But",1,"France","CFM - CENTRE DE FORMATION A.J. AUXERROISE","aucun",0,0,NA,4.35,4.35,4.35,NA,NA,4.35,4.35,4.35,NA,0,27.22,1,"0","0","0",1,1,NA,2,126,1,NA,4,319,3,1
3445,"Milieu",5,"France","CFM - CENTRE DE FORMATION AS NANCY LORRAINE","PEM - PEM NANCY",1,1,NA,17.65,17.65,17.65,NA,NA,17.65,17.65,17.65,NA,0.00014,26.51,2,"0","0","1",1,1,NA,10,709,8,NA,12,938,10,0
3470,"Attaquant",6,"France","aucun","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00122,13.12,1,"1","0","0",0,1,NA,NA,NA,NA,NA,7,349,4,0
3498,"Milieu",8,"Cameroun","CFM - CENTRE DE FORMATION ESPER. TROYES AUBE CHAMPAGNE","aucun",0,0,18.28,18.28,18.28,18.28,18.28,18.28,NA,NA,NA,NA,0.0034,58.9,1,"0","0","0",0,1,NA,NA,NA,NA,NA,1,33,NA,0
3499,"Attaquant",7,"France","CFM - CENTRE DE FORMATION ST. MALHERBE CAEN-CALV.B.NORM.","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",1,1,3,8,469,5,NA,5,212,3,1
3503,"Attaquant",1,"France","CFM - CENTRE DE FORMATION O.G.C. NICE COTE D'AZUR","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00099,20.45,1,"0","1","0",1,1,4,6,292,4,2,10,596,8,0
3511,"Milieu",7,"France","aucun","aucun",2,0,NA,13.17,13.17,13.17,NA,NA,13.17,13.17,13.17,NA,0.00016,39.85,1,"1","0","0",1,1,NA,13,759,7,NA,16,1167,14,1
3517,"Milieu",4,"France","CFM - CENTRE DE FORMATION ST. RENNAIS F.C.","PEM - PEM PLOUFRAGAN",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",0,1,NA,NA,NA,NA,NA,7,513,5,1
3529,"Defenseur",2,"France","CFM - CENTRE DE FORMATION TOULOUSE FOOTBALL CLUB","aucun",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",0,1,NA,NA,NA,NA,NA,6,337,3,1
3532,"Milieu",2,"République Centrafricaine","CFM - CENTRE DE FORMATION R.C. LENSOIS","aucun",2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",0,1,NA,NA,NA,NA,NA,6,387,5,1
3533,"Defenseur",7,"France","CFM - CENTRE DE FORMATION ST. MALHERBE CAEN-CALV.B.NORM.","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",0,1,NA,NA,NA,NA,NA,3,124,1,0
3536,"Milieu",3,"France","CFM - CENTRE DE FORMATION A.J. AUXERROISE","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",1,1,NA,5,310,3,NA,17,1274,15,1
3563,"Milieu",5,"France","aucun","aucun",3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00187,15.76,1,"1","0","0",1,1,7,9,591,6,NA,14,895,10,1
3581,"Attaquant",8,"France","CFM - CENTRE DE FORMATION ST. RENNAIS F.C.","aucun",0,0,NA,11.41,11.41,11.41,NA,NA,11.41,11.41,11.41,NA,0.00083,20.06,1,"1","0","0",0,1,NA,NA,NA,NA,NA,6,210,1,1
