"ID_INDIVIDU","POSTE","MOIS_NAISSANCE","NATIONALITE","CF_AGREE","POLE_ESPOIR","NB_PALMARES_AVANT_16","exp_avant_16","Anthropometrie","Detente_horizontale","Vitesse_lineaire","Vivacite","Jeux_reduits","Match","Conduite_de_balle","Gardiens_de_but","Jonglerie_en_mouvement","Vitesse_max_aerobie","NB_BUT_PAR_MIN_JOUE_PAR_SAISON_AVANT_16","NB_MIN_JOUE_PAR_MATCH_PAR_SAISON_AVANT_16","NB_CLUB_AVANT_16","TOP_50_AVANT_16","TOP_50_150_AVANT_16","top_restant_AVANT_16","Y"
2133,"Attaquant",1,"France","aucun","aucun",0,0,13.5,14.43,14.71,14.43,14.71,14.71,14.89,14.52,14.52,13.02,0.00224,33.26,1,"1","0","0",1
2160,"Attaquant",1,"France","CFM - CENTRE DE FORMATION F.C. SOCHAUX MONTBELIARD","PEM - PEM CLAIREFONTAINE",0,0,11.88,10.01,6.3,10.01,8.69,8.69,6.3,10.01,10.01,12.97,0.00131,22.5,2,"0","0","1",1
2186,"Attaquant",7,"France","aucun","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00088,15.75,2,"1","0","0",1
2194,"Gardien de But",6,"Congo","CFM - CENTRE DE FORMATION MONTPELLIER HERAULT SP.C.","aucun",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",1
2197,"Milieu",4,"France","aucun","aucun",0,0,12.88,12.88,13.88,12.88,13.88,13.88,NA,11.87,11.87,11.87,0,25.44,2,"0","0","1",1
2231,"Defenseur",10,"France","CFM - CENTRE DE FORMATION VALENCIENNES F.C.","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",1
2240,"Milieu",9,"France","aucun","PEM - PEM SAINT-SEBASTIEN SUR LOIRE",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",1
2241,"Milieu",6,"France","CFM - CENTRE DE FORMATION A.J. AUXERROISE","PEM - PEM GUADELOUPE",0,0,14.85,15.31,16.24,15.31,NA,NA,NA,14.85,14.85,14.85,0.00053,43.25,1,"0","0","0",1
2242,"Defenseur",2,"France","CFM - CENTRE DE FORMATION ST. RENNAIS F.C.","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,11.25,2,"1","0","0",1
2248,"Milieu",8,"France","CFM - CENTRE DE FORMATION F.C. DES GIRONDINS DE BORDEAUX","aucun",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",1
2249,"Defenseur",1,"France","CFM - CENTRE DE FORMATION F.C. NANTES","PEM - PEM CLAIREFONTAINE",1,0,NA,11.52,14.27,11.52,15,15,14.27,11.51,11.52,8.76,4e-04,27.71,2,"0","1","1",1
2260,"Attaquant",2,"France","CFM - ACADEMY AS MONACO FC","PEM - PEM AIX EN PROVENCE",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,15.65,2,"0","1","1",1
2269,"Milieu",3,"France","CFM - CENTRE DE FORMATION O. DE MARSEILLE - O.M.","aucun",0,0,14.46,14.92,15.3,14.92,15.48,15.48,15.3,15.61,15.61,14.46,8e-05,14.65,1,"1","0","0",1
2309,"Defenseur",7,"France","CFM - CENTRE DE FORMATION LE HAVRE A.C.","aucun",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",1
2321,"Attaquant",4,"France","CFM - CENTRE DE FORMATION F.C. DES GIRONDINS DE BORDEAUX","aucun",0,0,NA,12.26,12.26,12.26,12.26,12.26,12.26,12.26,12.26,NA,0.00108,35.18,1,"0","0","1",1
2341,"Defenseur",9,"France","CFM - CENTRE DE FORMATION A.C. AJACCIEN","PEM - PEM AJACCIO",0,0,12.77,12.83,12.92,12.83,12.77,12.77,12.92,12.83,12.83,12.77,7e-05,20.68,1,"1","0","0",1
2348,"Defenseur",8,"France","CFM - CENTRE DE FORMATION ST. BRESTOIS 29","aucun",0,0,11.78,10.93,11.56,10.93,10.93,10.93,11.56,10.93,10.93,11.78,0.00048,25.87,1,"1","0","0",1
2350,"Defenseur",1,"France","CFM - CENTRE DE FORMATION TOULOUSE FOOTBALL CLUB","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",1
2352,"Milieu",7,"France","CFM - CENTRE DE FORMATION O.G.C. NICE COTE D'AZUR","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00031,15.1,3,"1","1","0",1
2368,"Milieu",2,"France","CFM - CENTRE DE FORMATION O. DE LYON ET DU RHONE","aucun",1,0,NA,15.64,15.64,15.64,14.82,14.82,15.64,15.64,15.64,NA,0.00087,76.8,2,"1","0","0",1
2386,"Milieu",2,"France","aucun","aucun",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"1","0","0",1
2412,"Defenseur",7,"France","CFM - LOSC LILLE ASSOCIATION","aucun",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",1
2424,"Gardien de But",3,"France","CFM - CENTRE DE FORMATION A.S. ST ETIENNE","aucun",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",1
2432,"Defenseur",2,"France","CFM - CENTRE DE FORMATION F.C. DES GIRONDINS DE BORDEAUX","aucun",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",1
2438,"Defenseur",2,"France","aucun","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",1
2439,"Milieu",9,"France","CFM - LOSC LILLE ASSOCIATION","aucun",0,0,6.63,16.67,16.67,16.67,16.19,16.19,16.67,14.66,14.66,NA,0.00044,18.76,2,"1","0","0",1
2442,"Attaquant",1,"Madagascar","aucun","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",1
2444,"Defenseur",1,"France","CFM - CENTRE DE FORMATION TOULOUSE FOOTBALL CLUB","aucun",1,0,18.68,16.92,15.17,16.92,16.51,16.51,15.17,16.92,16.92,18.68,0.00037,42.38,1,"0","1","0",1
2451,"Gardien de But",12,"France","CFM - CENTRE DE FORMATION R.C. STRASBOURG ALSACE","PEM - PEM NANCY",0,0,NA,13.08,13.48,13.08,18.62,18.62,16.8,14.91,14.91,14.91,0,17.11,2,"0","0","1",1
2465,"Gardien de But",3,"Tunisie","CFM - CENTRE DE FORMATION O.G.C. NICE COTE D'AZUR","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",1
2479,"Milieu",8,"France","CFM - CENTRE DE FORMATION F.C. DES GIRONDINS DE BORDEAUX","aucun",0,0,NA,13.74,13.93,13.74,13.49,13.49,13.93,13.74,13.74,13.02,0.00013,16.8,4,"0","1","1",1
2491,"Milieu",3,"France","CFM - LOSC LILLE ASSOCIATION","aucun",1,0,NA,13.55,13.55,13.55,NA,NA,13.55,13.55,13.55,NA,0,83.3,1,"1","0","0",1
2500,"Milieu",5,"France","CFM - CENTRE DE FORMATION ST. RENNAIS F.C.","aucun",0,0,NA,10.32,10.32,10.32,NA,NA,10.32,10.32,10.32,NA,0,34.93,1,"1","0","0",1
2501,"Gardien de But",4,"France","CFM - CENTRE DE FORMATION F.C. METZ","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,90,1,"0","0","1",1
2504,"Defenseur",9,"France","CFM - CENTRE DE FORMATION R.C. LENSOIS","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00013,17.66,3,"1","1","1",1
2512,"Gardien de But",5,"France","CFM - CENTRE DE FORMATION O. DE LYON ET DU RHONE","aucun",2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",1
2527,"Milieu",3,"France","aucun","aucun",0,0,NA,17.79,17.24,17.79,18.42,18.42,17.24,17.24,17.24,20,2e-04,23.45,1,"1","0","0",1
2532,"Defenseur",3,"France","CFM - CENTRE DE FORMATION EN AVANT GUINGAMP","aucun",0,0,13.63,11.21,8.19,11.21,9.01,9.01,8.19,11.21,11.21,13.63,0.00013,20.5,2,"0","0","0",1
2539,"Attaquant",5,"France","CFM - CENTRE DE FORMATION LE HAVRE A.C.","aucun",0,0,NA,14.2,11.78,14.2,17.82,17.82,11.78,11.78,11.78,17.82,7e-04,18.28,2,"0","1","1",1
2566,"Gardien de But",2,"France","aucun","aucun",1,0,NA,13.83,13.83,13.83,14.38,14.38,13.83,13.83,13.83,NA,0,75.6,1,"0","0","1",1
2570,"Defenseur",6,"France","CFM - CENTRE DE FORMATION TOULOUSE FOOTBALL CLUB","aucun",0,0,NA,3.72,3.72,3.72,NA,NA,NA,3.72,3.72,3.72,0.00031,19.88,1,"0","1","0",1
2576,"Defenseur",9,"Cameroun","CFM - CENTRE DE FORMATION MONTPELLIER HERAULT SP.C.","aucun",0,0,11.81,11.81,NA,11.81,NA,NA,NA,11.81,11.81,11.81,3e-05,16.99,1,"0","0","0",1
2584,"Attaquant",8,"France","CFM - CENTRE DE FORMATION TOULOUSE FOOTBALL CLUB","aucun",1,0,20,17.14,16.42,17.14,15.95,15.95,16.42,16.42,16.42,20,0.0022,60.73,1,"0","1","0",1
2591,"Milieu",1,"France","CFM - LOSC LILLE ASSOCIATION","aucun",1,0,NA,15.09,15.09,15.09,NA,NA,15.09,15.09,15.09,NA,0,76.85,1,"1","0","0",1
2593,"Defenseur",3,"France","CFM - CENTRE DE FORMATION ST. RENNAIS F.C.","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,38.92,1,"1","0","0",1
2595,"Defenseur",8,"Cap-Vert","CFM - CENTRE DE FORMATION ST. RENNAIS F.C.","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",1
2605,"Defenseur",7,"France","CFM - CENTRE DE FORMATION F.C. DES GIRONDINS DE BORDEAUX","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7e-05,15.92,1,"0","0","1",1
2616,"Defenseur",4,"Comores","CFM - CENTRE DE FORMATION O. DE MARSEILLE - O.M.","aucun",0,0,18.44,18.44,18.44,18.44,18.44,18.44,NA,NA,NA,NA,0,26.76,1,"1","0","0",1
2618,"Defenseur",3,"France","CFM - CENTRE DE FORMATION F.C. SOCHAUX MONTBELIARD","PEM - PEM CLAIREFONTAINE",0,0,13.6,15.31,15.59,15.31,14.99,14.99,15.59,14.92,14.92,14.89,0.00021,21.75,3,"0","0","1",1
2651,"Defenseur",2,"France","CFM - CENTRE DE FORMATION PARIS F.C.","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1e-04,17.07,2,"1","0","0",1
2671,"Defenseur",6,"France","CFM - CENTRE DE FORMATION O.G.C. NICE COTE D'AZUR","aucun",0,0,NA,14.42,13.92,14.42,14.42,14.42,13.92,14.42,14.42,15.08,0.00019,18.98,3,"0","1","1",1
2672,"Defenseur",9,"France","aucun","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"1","0","0",1
2695,"Defenseur",3,"France","CFM - CENTRE DE FORMATION TOULOUSE FOOTBALL CLUB","PEM - PEM CASTELMAUROU",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",1
2711,"Gardien de But",7,"France","aucun","aucun",3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",1
2715,"Attaquant",11,"France","aucun","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",1
2716,"Attaquant",4,"France","CFM - CENTRE DE FORMATION ST. RENNAIS F.C.","PEM - PEM PLOUFRAGAN",0,0,13.88,14.54,14.79,14.54,14.54,14.54,14.79,14.54,14.54,13.88,0.00161,22.21,2,"1","0","1",1
2718,"Milieu",7,"France","aucun","aucun",0,0,11.48,14.82,16.49,14.82,16.49,16.49,16.49,14.82,14.82,11.48,0.00042,32.82,1,"1","0","0",1
2728,"Attaquant",9,"France","CFM - CENTRE DE FORMATION ST. LAVALLOIS F.C.","aucun",0,0,NA,NA,NA,NA,10,10,NA,NA,NA,NA,0.00202,24.16,2,"1","1","0",1
2737,"Gardien de But",5,"France","CFM - CENTRE DE FORMATION F.C. NANTES","PEM - PEM PLOUFRAGAN",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,17.3,2,"0","1","1",1
2747,"Defenseur",5,"France","aucun","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,90,1,"0","0","1",1
2748,"Defenseur",11,"France","CFM - CENTRE DE FORMATION O. DE MARSEILLE - O.M.","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",1
2768,"Defenseur",11,"France","CFM - CENTRE DE FORMATION VALENCIENNES F.C.","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00015,15.34,3,"0","0","1",1
2769,"Milieu",4,"France","CFM - CENTRE DE FORMATION A.S. ST ETIENNE","aucun",0,0,17.61,16.33,15.21,16.33,16.33,16.33,14.48,15.81,15.81,18.34,0.00062,38.11,1,"0","0","1",1
2775,"Defenseur",3,"France","CFM - CENTRE DE FORMATION ANGERS S.C.O.","aucun",0,0,NA,16.42,17.74,16.42,14.91,14.91,15.72,14.1,14.1,NA,8e-05,22.58,2,"1","0","1",1
2780,"Milieu",5,"France","CFM - CENTRE DE FORMATION F.C. NANTES","PEM - PEM SAINT-SEBASTIEN SUR LOIRE",0,0,15.75,15.19,15.41,15.19,15.39,15.39,14.63,14.76,14.76,14.83,0.00041,27.16,1,"0","1","0",1
2783,"Gardien de But",2,"France","CFM - CENTRE DE FORMATION DIJON FOOTBALL CÔTE D'OR","PEM - PEM DIJON",0,0,16.67,16.5,16.81,16.5,15.69,15.69,16.81,16.5,16.5,16.09,0,26.1,2,"0","0","1",1
2795,"Defenseur",10,"France","aucun","PEM - PEM CASTELMAUROU",0,0,13.94,13,12.31,13,13.47,13.47,11.9,12.9,12.9,14.1,0.00011,25.87,2,"0","1","1",1
2809,"Defenseur",5,"France","CFM - CENTRE DE FORMATION F.C. SOCHAUX MONTBELIARD","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",1
2824,"Attaquant",11,"France","aucun","PEM - PEM CLAIREFONTAINE",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",1
2827,"Defenseur",10,"France","CFM - LOSC LILLE ASSOCIATION","aucun",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",1
2837,"Milieu",3,"France","aucun","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00045,14.19,1,"1","0","0",1
2851,"Gardien de But",4,"France","CFM - CENTRE DE FORMATION F.C. METZ","aucun",1,0,NA,16.48,15.35,16.48,16.48,16.48,15.35,16.48,16.48,19.12,0,36.41,1,"0","0","1",1
2890,"Milieu",1,"France","CFM - CENTRE DE FORMATION F.C. SOCHAUX MONTBELIARD","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",1
2893,"Defenseur",1,"France","CFM - CENTRE DE FORMATION AMIENS SP.C. PICARDIE","aucun",0,0,13.85,13.54,14.48,13.54,14.59,14.59,14.48,13.54,13.54,12.27,3e-05,21.32,2,"0","0","1",1
2896,"Attaquant",9,"France","CFM - CENTRE DE FORMATION R.C. LENSOIS","PEM - PEM LIEVIN",0,0,11.81,14.26,15.08,14.26,16.06,16.06,15.08,14.26,14.26,11.81,0.00014,12.84,2,"0","1","1",1
2923,"Attaquant",3,"Guadeloupe","CFM - CENTRE DE FORMATION ST. MALHERBE CAEN-CALV.B.NORM.","aucun",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",1
2924,"Attaquant",1,"France","CFM - CENTRE DE FORMATION O. DE LYON ET DU RHONE","PEM - PEM REIMS",0,0,NA,14.33,14.33,14.33,14.33,14.33,14.33,14.33,14.33,NA,0.00016,16.68,2,"1","0","1",1
2935,"Defenseur",6,"France","aucun","aucun",2,0,NA,16.22,16.22,16.22,15.98,15.98,16.22,16.22,16.22,NA,0.00012,42.68,1,"1","0","0",1
2938,"Milieu",1,"France","CFM - CENTRE DE FORMATION F.C. SOCHAUX MONTBELIARD","aucun",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",1
2941,"Defenseur",2,"France","CFM - CENTRE DE FORMATION ST. MALHERBE CAEN-CALV.B.NORM.","aucun",0,0,17.26,17,16.8,17,17.39,17.39,16.8,17,17,17.26,9e-05,16.1,2,"0","1","1",1
2943,"Milieu",9,"Algérie","CFM - CENTRE DE FORMATION O. DE LYON ET DU RHONE","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",1
2944,"Milieu",9,"France","CFM - CENTRE DE FORMATION DIJON FOOTBALL CÔTE D'OR","aucun",0,0,14.96,15.89,16.93,15.89,16.08,16.08,16.93,15.89,15.89,15.09,1e-04,15.54,2,"0","0","0",1
2945,"Attaquant",2,"France","CFM - CENTRE DE FORMATION AS NANCY LORRAINE","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00064,18.36,3,"0","0","1",1
2950,"Milieu",7,"France","CFM - CENTRE DE FORMATION NIMES OLYMPIQUE","aucun",0,0,20,20,20,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",1
2969,"Milieu",4,"France","CFM - CENTRE DE FORMATION MONTPELLIER HERAULT SP.C.","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",1
2977,"Gardien de But",9,"France","CFM - CENTRE DE FORMATION R.C. LENSOIS","aucun",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,33.16,1,"0","1","0",1
2990,"Defenseur",4,"France","CFM - CENTRE DE FORMATION F.C. NANTES","aucun",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",1
2993,"Defenseur",5,"France","CFM - CENTRE DE FORMATION ST. RENNAIS F.C.","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3e-05,16.12,1,"1","0","0",1
2997,"Milieu",1,"France","CFM - CENTRE DE FORMATION F.C. NANTES","aucun",1,0,NA,10.8,10.8,10.8,NA,NA,10.8,10.8,10.8,NA,0,71.55,1,"0","1","0",1
2999,"Attaquant",1,"France","CFM - CENTRE DE FORMATION A.J. AUXERROISE","PEM - PEM CLAIREFONTAINE",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",1
3011,"Milieu",7,"France","aucun","aucun",0,0,NA,12.57,12.57,12.57,NA,NA,12.57,12.57,12.57,NA,0.00098,73.07,1,"1","0","0",1
3016,"Milieu",1,"France","aucun","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",1
3023,"Defenseur",1,"France","aucun","PEM - PEM PLOUFRAGAN",1,0,NA,9.62,9.62,9.62,12.25,12.25,9.62,9.62,9.62,NA,3e-04,38.84,1,"0","0","0",1
3035,"Defenseur",1,"Bénin","CFM - CENTRE DE FORMATION ST. RENNAIS F.C.","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",1
3050,"Milieu",6,"France","CFM - CENTRE DE FORMATION ST. MALHERBE CAEN-CALV.B.NORM.","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",1
3086,"Attaquant",3,"France","CFM - CENTRE DE FORMATION EN AVANT GUINGAMP","PEM - PEM SAINT-SEBASTIEN SUR LOIRE",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",1
3102,"Milieu",2,"Comores","CFM - CENTRE DE FORMATION O.G.C. NICE COTE D'AZUR","PEM - PEM AIX EN PROVENCE",0,0,14.61,11.84,9.48,11.84,11.84,11.84,9.48,11.84,11.84,13.41,0,25.65,2,"0","1","0",1
3117,"Attaquant",7,"France","CFM - CENTRE DE FORMATION O.G.C. NICE COTE D'AZUR","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00049,37.89,1,"0","1","0",1
3135,"Milieu",1,"France","CFM - CENTRE DE FORMATION F.C. NANTES","PEM - PEM SAINT-SEBASTIEN SUR LOIRE",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",1
3139,"Defenseur",2,"Togo","CFM - CENTRE DE FORMATION TOULOUSE FOOTBALL CLUB","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",1
3141,"Milieu",2,"France","aucun","aucun",2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",1
3152,"Attaquant",3,"France","aucun","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",1
3156,"Attaquant",1,"France","CFM - CENTRE DE FORMATION ST. RENNAIS F.C.","PEM - PEM PLOUFRAGAN",1,0,NA,14.3,14.3,14.3,NA,NA,14.3,14.3,14.3,NA,0,66.95,1,"1","0","0",1
3164,"Milieu",6,"France","CFM - CENTRE DE FORMATION O.G.C. NICE COTE D'AZUR","PEM - PEM AIX EN PROVENCE",0,0,15.14,13.83,13.03,13.83,13.83,13.83,13.03,13.83,13.83,14.91,7e-05,23.4,1,"0","1","0",1
3171,"Defenseur",4,"France","CFM - CENTRE DE FORMATION LE HAVRE A.C.","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,19.39,2,"0","1","0",1
3178,"Defenseur",8,"France","CFM - CENTRE DE FORMATION MONTPELLIER HERAULT SP.C.","PEM - PEM AIX EN PROVENCE",0,0,15.23,13.64,12.32,13.64,14.37,14.37,12.32,13.43,13.43,15.23,4e-05,16.04,2,"1","0","0",1
3226,"Defenseur",6,"France","aucun","aucun",0,0,9.46,13.86,14.96,13.86,14.96,14.96,14.96,13.86,13.86,9.46,0,26.65,1,"1","0","0",1
3236,"Attaquant",5,"France","CFM - CENTRE DE FORMATION TOULOUSE FOOTBALL CLUB","aucun",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",1
3280,"Attaquant",6,"France","CFM - CENTRE DE FORMATION ST DE REIMS","PEM - PEM GUADELOUPE",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00049,17.3,2,"0","0","1",1
3281,"Defenseur",3,"France","CFM - CENTRE DE FORMATION F.C. METZ","aucun",1,0,NA,16.7,16.7,16.7,NA,NA,16.7,16.7,16.7,NA,0.00026,45,1,"0","0","1",1
3283,"Defenseur",3,"France","aucun","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",1
3296,"Defenseur",8,"France","CFM - CENTRE DE FORMATION NIMES OLYMPIQUE","aucun",0,0,NA,16.82,16.82,16.82,NA,NA,16.82,16.82,16.82,NA,0,75.17,1,"0","0","0",1
3319,"Milieu",2,"France","CFM - LOSC LILLE ASSOCIATION","aucun",0,0,11.76,12.31,12.87,12.31,NA,NA,12.87,12.31,12.31,11.76,0.00015,15.2,1,"1","0","0",1
3321,"Milieu",2,"France","CFM - CENTRE DE FORMATION O. DE LYON ET DU RHONE","PEM - PEM DIJON",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",1
3335,"Milieu",11,"France","aucun","aucun",0,0,14.39,14.31,14.27,14.31,14.31,14.31,14.27,14.31,14.31,14.39,5e-04,24.6,1,"0","0","1",1
3350,"Defenseur",1,"France","CFM - CENTRE DE FORMATION R.C. LENSOIS","aucun",0,0,NA,18.29,18.29,18.29,18.65,18.65,18.29,18.29,18.29,NA,0,42.26,1,"0","1","0",1
3352,"Attaquant",1,"France","CFM - CENTRE DE FORMATION R.C. STRASBOURG ALSACE","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00158,18.54,3,"1","0","1",1
3363,"Milieu",7,"Cameroun","CFM - CENTRE DE FORMATION F.C. METZ","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",1
3403,"Milieu",2,"France","CFM - CENTRE DE FORMATION A.S. ST ETIENNE","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",1
3415,"Defenseur",1,"France","CFM - CENTRE DE FORMATION A.S. ST ETIENNE","aucun",0,0,NA,NA,NA,NA,11.67,11.67,10,NA,NA,NA,0.00022,26.59,1,"0","0","1",1
3417,"Gardien de But",1,"France","CFM - CENTRE DE FORMATION A.J. AUXERROISE","aucun",0,0,NA,4.35,4.35,4.35,NA,NA,4.35,4.35,4.35,NA,0,49.29,1,"0","0","0",1
3423,"Milieu",6,"France","CFM - CENTRE DE FORMATION CLERMONT FOOT 63","aucun",0,0,NA,8.34,10.21,8.34,NA,NA,10.21,8.34,8.34,NA,0.00012,18.33,4,"0","0","1",1
3445,"Milieu",5,"France","CFM - CENTRE DE FORMATION AS NANCY LORRAINE","PEM - PEM NANCY",1,0,NA,17.65,17.65,17.65,NA,NA,17.65,17.65,17.65,NA,0.00026,45.95,1,"0","0","0",1
3446,"Defenseur",12,"France","aucun","aucun",0,0,18.13,14.32,11.47,14.32,14.41,14.41,11.47,14.32,14.32,18.13,0.00014,29.38,2,"0","0","0",1
3447,"Defenseur",4,"France","CFM - CENTRE DE FORMATION ST. BRESTOIS 29","PEM - PEM PLOUFRAGAN",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",1
3458,"Attaquant",2,"France","CFM - CENTRE DE FORMATION ST. BRESTOIS 29","aucun",0,0,NA,15,15,15,15,15,15,15.04,15.04,NA,4e-04,19.76,3,"1","0","1",1
3499,"Attaquant",7,"France","CFM - CENTRE DE FORMATION ST. MALHERBE CAEN-CALV.B.NORM.","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",1
3503,"Attaquant",1,"France","CFM - CENTRE DE FORMATION O.G.C. NICE COTE D'AZUR","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00155,34.2,1,"0","1","0",1
