"ID_INDIVIDU","POSTE","MOIS_NAISSANCE","NATIONALITE","CF_AGREE","POLE_ESPOIR","NB_PALMARES_AVANT_18","exp_avant_18","Anthropometrie","Detente_horizontale","Vitesse_lineaire","Vivacite","Jeux_reduits","Match","Conduite_de_balle","Gardiens_de_but","Jonglerie_en_mouvement","Vitesse_max_aerobie","NB_BUT_PAR_MIN_JOUE_PAR_SAISON_AVANT_18","NB_MIN_JOUE_PAR_MATCH_PAR_SAISON_AVANT_18","NB_CLUB_AVANT_18","TOP_50_AVANT_18","TOP_50_150_AVANT_18","top_restant_AVANT_18","France U16","U16_NB_BUT","U16_NB_MATCH_JOUE","U16_NB_MIN_JOUE","U16_TITULARISATION","Y"
860,"Defenseur",3,"France","CFM - CENTRE DE FORMATION R.C. STRASBOURG ALSACE","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8e-05,11.3,3,"0","1","1",0,NA,NA,NA,NA,1
861,"Gardien de But",2,"France","aucun","aucun",0,0,NA,8.96,8.96,8.96,NA,NA,8.96,8.96,8.96,NA,0,15.26,1,"0","0","1",0,NA,NA,NA,NA,0
864,"Attaquant",3,"France","CFM - CENTRE DE FORMATION R.C. LENSOIS","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",0,NA,NA,NA,NA,1
875,"Milieu",10,"France","CFM - CENTRE DE FORMATION A.S. ST ETIENNE","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00059,12.88,2,"0","0","1",0,NA,NA,NA,NA,1
879,"Attaquant",2,"France","aucun","PEM - PEM TALENCE",1,0,NA,16.34,16.34,16.34,NA,NA,16.34,16.34,16.34,NA,8e-05,16.61,2,"0","0","1",1,2,9,305,5,0
885,"Defenseur",7,"France","CFM - CENTRE DE FORMATION ESPER. TROYES AUBE CHAMPAGNE","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",0,NA,NA,NA,NA,0
886,"Attaquant",1,"France","aucun","aucun",0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,14.5,1,"1","0","0",0,NA,NA,NA,NA,0
897,"Milieu",11,"France","aucun","aucun",0,0,NA,16.65,16.65,16.65,16.65,16.65,16.65,16.65,16.65,NA,1e-04,9.09,3,"1","0","1",0,NA,NA,NA,NA,1
900,"Attaquant",8,"Guinée-Bissau","CFM - CENTRE DE FORMATION VALENCIENNES F.C.","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",0,NA,NA,NA,NA,0
914,"Defenseur",1,"France","CFM - CENTRE DE FORMATION ST. RENNAIS F.C.","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,97.2,1,"1","0","0",0,NA,NA,NA,NA,0
935,"Attaquant",5,"France","CFM - CENTRE DE FORMATION A.S. ST ETIENNE","aucun",0,0,13.68,13.68,13.68,13.68,14.1,14.1,11.11,NA,NA,NA,3e-04,10.29,1,"0","0","1",0,NA,NA,NA,NA,1
944,"Milieu",7,"France","CFM - CENTRE DE FORMATION ST. RENNAIS F.C.","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",0,NA,NA,NA,NA,1
956,"Defenseur",7,"France","aucun","aucun",0,0,20,20,20,20,NA,NA,NA,NA,NA,NA,0.00076,43.67,2,"1","0","1",0,NA,NA,NA,NA,0
964,"Attaquant",1,"France","CFM - CENTRE DE FORMATION MONTPELLIER HERAULT SP.C.","aucun",0,0,NA,16.93,NA,16.93,16.93,16.93,NA,16.93,16.93,16.93,7e-05,11.45,2,"0","0","1",0,NA,NA,NA,NA,1
968,"Defenseur",5,"France","CFM - CENTRE DE FORMATION F.C. LORIENT","PEM - PEM SAINT-SEBASTIEN SUR LOIRE",0,0,12.3,14.63,14.62,14.63,15.26,15.26,14.62,14.63,14.63,14.63,8e-05,12.11,2,"0","0","1",0,NA,NA,NA,NA,1
972,"Milieu",1,"France","CFM - CENTRE DE FORMATION EN AVANT GUINGAMP","PEM - PEM PLOUFRAGAN",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00336,85.05,1,"0","0","0",1,NA,11,587,7,0
982,"Defenseur",10,"France","aucun","aucun",2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6e-05,24.32,2,"1","1","0",1,1,8,396,4,0
984,"Milieu",9,"Madagascar","CFM - CENTRE DE FORMATION O.G.C. NICE COTE D'AZUR","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"0","1","0",0,NA,NA,NA,NA,1
987,"Milieu",2,"France","CFM - CENTRE DE FORMATION R.C. LENSOIS","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",0,NA,NA,NA,NA,0
989,"Defenseur",9,"France","aucun","aucun",0,0,10.91,12.99,14.03,12.99,14.03,14.03,14.03,12.99,12.99,10.91,0.00016,24.05,2,"1","0","0",0,NA,NA,NA,NA,0
993,"Defenseur",2,"France","CFM - CENTRE DE FORMATION R.C. LENSOIS","PEM - PEM PLOUFRAGAN",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",0,NA,NA,NA,NA,1
994,"Milieu",6,"Maroc","CFM - CENTRE DE FORMATION F.C. NANTES","PEM - PEM CLAIREFONTAINE",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00183,45.58,1,"0","1","0",0,NA,NA,NA,NA,1
1001,"Milieu",5,"France","CFM - CENTRE DE FORMATION R.C. LENSOIS","PEM - PEM LIEVIN",0,0,NA,17.24,17.24,17.24,16.91,16.91,17.24,17.24,17.24,NA,7e-05,12.26,2,"0","1","0",1,3,8,405,5,0
1004,"Milieu",2,"France","CFM - CENTRE DE FORMATION F.C. DES GIRONDINS DE BORDEAUX","aucun",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00017,45.19,2,"0","0","1",1,NA,13,773,9,0
1009,"Gardien de But",6,"France","aucun","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,5.94,1,"1","0","0",0,NA,NA,NA,NA,0
1023,"Defenseur",3,"France","CFM - CENTRE DE FORMATION O.G.C. NICE COTE D'AZUR","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",0,NA,NA,NA,NA,1
1065,"Attaquant",2,"France","CFM - CENTRE DE FORMATION AS NANCY LORRAINE","PEM - PEM REIMS",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,41,1,"0","0","0",1,1,4,221,2,0
1068,"Milieu",10,"Mali","CFM - CENTRE DE FORMATION ST. BRESTOIS 29","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",0,NA,NA,NA,NA,1
1070,"Attaquant",1,"Congo","aucun","aucun",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",0,NA,NA,NA,NA,1
1073,"Attaquant",5,"France","aucun","aucun",0,0,NA,10.7,10.7,10.7,NA,NA,10.7,10.7,10.7,NA,0.00013,16.59,1,"0","0","0",0,NA,NA,NA,NA,1
1080,"Milieu",11,"France","aucun","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",0,NA,NA,NA,NA,0
1085,"Milieu",3,"France","CFM - CENTRE DE FORMATION LE HAVRE A.C.","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",0,NA,NA,NA,NA,0
1086,"Milieu",6,"France","CFM - CENTRE DE FORMATION DIJON FOOTBALL CÔTE D'OR","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",0,NA,NA,NA,NA,0
1089,"Milieu",1,"France","CFM - CENTRE DE FORMATION F.C. NANTES","aucun",0,1,13.75,NA,NA,NA,13.75,13.75,NA,NA,NA,NA,0.00026,19.98,3,"1","1","1",1,NA,5,288,4,0
1091,"Defenseur",1,"France","CFM - CENTRE DE FORMATION A.C. AJACCIEN","aucun",0,0,NA,NA,13.95,NA,NA,NA,NA,NA,NA,NA,0.00013,14.89,2,"1","0","0",1,NA,1,23,1,0
1097,"Milieu",10,"France","CFM - CENTRE DE FORMATION O.G.C. NICE COTE D'AZUR","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"0","1","0",0,NA,NA,NA,NA,0
1101,"Milieu",4,"France","CFM - CENTRE DE FORMATION ESPER. TROYES AUBE CHAMPAGNE","PEM - PEM CLAIREFONTAINE",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",0,NA,NA,NA,NA,0
1103,"Milieu",11,"France","CFM - CENTRE DE FORMATION F.C. METZ","PEM - PEM NANCY",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6e-05,15.67,1,"0","0","1",1,NA,5,221,2,0
1107,"Defenseur",11,"France","CFM - CENTRE DE FORMATION O. DE LYON ET DU RHONE","aucun",0,1,16.88,9.89,9.89,9.89,12.22,12.22,9.89,9.89,9.89,NA,5e-05,12.5,6,"1","0","0",1,NA,NA,0,NA,1
1113,"Attaquant",2,"France","CFM - CENTRE DE FORMATION LE HAVRE A.C.","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",0,NA,NA,NA,NA,0
1116,"Milieu",1,"France","CFM - CENTRE DE FORMATION ST. RENNAIS F.C.","PEM - PEM CASTELMAUROU",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",0,NA,NA,NA,NA,1
1131,"Milieu",1,"Comores","CFM - CENTRE DE FORMATION O. DE MARSEILLE - O.M.","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00113,36.92,2,"1","0","0",0,NA,NA,NA,NA,1
1134,"Milieu",2,"France","CFM - CENTRE DE FORMATION O.G.C. NICE COTE D'AZUR","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,34.16,2,"0","1","1",0,NA,NA,NA,NA,0
1135,"Defenseur",7,"France","CFM - CENTRE DE FORMATION NIMES OLYMPIQUE","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,79.38,1,"0","0","0",0,NA,NA,NA,NA,0
1138,"Defenseur",12,"France","CFM - CENTRE DE FORMATION TOULOUSE FOOTBALL CLUB","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00032,36.65,1,"0","1","0",0,NA,NA,NA,NA,0
1152,"Defenseur",12,"France","aucun","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",0,NA,NA,NA,NA,0
1154,"Attaquant",6,"France","aucun","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",1,NA,1,44,NA,0
1156,"Attaquant",4,"France","CFM - CENTRE DE FORMATION TOULOUSE FOOTBALL CLUB","PEM - PEM CASTELMAUROU",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",0,NA,NA,NA,NA,0
1160,"Gardien de But",9,"France","CFM - CENTRE DE FORMATION LA BERRICHONNE DE CHATEAUROUX","aucun",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",0,NA,NA,NA,NA,0
1170,"Attaquant",2,"France","aucun","aucun",1,1,NA,17.5,17.5,17.5,NA,NA,17.5,17.5,17.5,NA,0.00871,2.32,1,"1","0","0",1,1,9,421,6,1
1180,"Milieu",3,"France","aucun","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",0,NA,NA,NA,NA,0
1184,"Attaquant",6,"France","CFM - CENTRE DE FORMATION AMIENS SP.C. PICARDIE","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00079,17.21,2,"0","0","1",0,NA,NA,NA,NA,1
1203,"Milieu",2,"Tunisie","CFM - CENTRE DE FORMATION O. DE LYON ET DU RHONE","aucun",0,0,15.47,16.29,16.78,16.29,16.29,16.29,16.78,16.28,16.29,15.96,5e-04,11.1,2,"1","0","0",1,NA,1,67,1,0
1210,"Defenseur",3,"Sénégal","CFM - CENTRE DE FORMATION VALENCIENNES F.C.","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",0,NA,NA,NA,NA,0
1220,"Milieu",12,"France","CFM - CENTRE DE FORMATION ST. RENNAIS F.C.","aucun",0,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,0.00012,18.7,1,"1","0","0",0,NA,NA,NA,NA,1
1228,"Milieu",9,"France","CFM - CENTRE DE FORMATION O. DE MARSEILLE - O.M.","aucun",0,0,14.28,11.16,8.82,11.16,11.16,11.16,8.82,11.16,11.16,14.28,0.00014,14.9,1,"1","0","0",1,NA,4,188,1,0
1236,"Milieu",4,"France","CFM - CENTRE DE FORMATION ST. MALHERBE CAEN-CALV.B.NORM.","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00039,36.39,1,"0","1","0",1,NA,4,225,2,0
1239,"Attaquant",9,"France","CFM - CENTRE DE FORMATION AMIENS SP.C. PICARDIE","PEM - PEM CLAIREFONTAINE",0,1,14.64,14.23,15.09,14.23,15.09,15.09,13.81,13.08,13.08,11.63,0.00059,14.48,3,"1","0","1",1,NA,2,77,1,0
1250,"Milieu",11,"France","CFM - CENTRE DE FORMATION DIJON FOOTBALL CÔTE D'OR","aucun",0,0,13.43,13.43,13.43,13.43,13.43,13.43,NA,NA,NA,NA,0,23,1,"0","0","0",0,NA,NA,NA,NA,0
1251,"Attaquant",4,"France","CFM - CENTRE DE FORMATION A.J. AUXERROISE","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",0,NA,NA,NA,NA,0
1253,"Milieu",2,"France","aucun","aucun",0,0,NA,12.2,12.2,12.2,13.76,13.76,12.2,12.2,12.2,NA,0.00014,17.22,1,"0","0","0",1,1,10,451,4,1
1261,"Attaquant",12,"France","CFM - CENTRE DE FORMATION LA BERRICHONNE DE CHATEAUROUX","aucun",0,0,15.52,14.79,14.79,14.79,15.52,15.52,13.32,13.32,13.32,NA,5e-04,18.18,2,"0","0","0",0,NA,NA,NA,NA,0
1262,"Milieu",2,"France","CFM - ACADEMY AS MONACO FC","PEM - PEM AIX EN PROVENCE",0,0,NA,14.19,14.2,14.19,14.25,14.25,14.2,14.19,14.19,14.15,0,12.54,2,"0","1","0",1,NA,4,178,2,0
1272,"Milieu",3,"France","CFM - CENTRE DE FORMATION O. DE LYON ET DU RHONE","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",0,NA,NA,NA,NA,0
1284,"Attaquant",2,"France","CFM - CENTRE DE FORMATION O.G.C. NICE COTE D'AZUR","PEM - PEM AIX EN PROVENCE",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00045,12.58,3,"0","1","1",1,NA,3,105,1,0
1290,"Milieu",6,"Maroc","CFM - CENTRE DE FORMATION ST. RENNAIS F.C.","aucun",0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00078,22.82,2,"1","1","0",0,NA,NA,NA,NA,1
1295,"Attaquant",8,"France","aucun","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",0,NA,NA,NA,NA,0
1312,"Defenseur",3,"France","CFM - CENTRE DE FORMATION ST. RENNAIS F.C.","PEM - PEM CLAIREFONTAINE",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",0,NA,NA,NA,NA,0
1313,"Attaquant",1,"France","CFM - CENTRE DE FORMATION O. DE LYON ET DU RHONE","aucun",0,0,NA,NA,17.49,17.49,17.49,17.49,NA,NA,NA,17.49,0.00099,10.66,3,"1","0","0",1,NA,4,166,2,0
1316,"Defenseur",1,"France","CFM - ACADEMY AS MONACO FC","aucun",0,0,NA,14.01,14.01,14.01,NA,NA,NA,NA,NA,14.01,7e-05,14.03,2,"0","1","0",1,1,1,90,1,0
1324,"Defenseur",3,"France","CFM - CENTRE DE FORMATION F.C. LORIENT","aucun",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",0,NA,NA,NA,NA,1
1338,"Attaquant",4,"France","aucun","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",1,NA,1,38,NA,0
1346,"Attaquant",8,"France","aucun","aucun",0,0,14.71,14.71,14.71,14.71,14.71,14.71,NA,NA,NA,NA,0.00114,21.33,4,"1","1","0",1,NA,2,78,1,1
1363,"Defenseur",6,"France","CFM - CENTRE DE FORMATION A.S. ST ETIENNE","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,37.25,1,"0","0","1",0,NA,NA,NA,NA,1
1366,"Defenseur",5,"France","CFM - CENTRE DE FORMATION R.C. STRASBOURG ALSACE","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5e-05,19.93,2,"1","0","1",0,NA,NA,NA,NA,0
1387,"Attaquant",6,"France","CFM - CENTRE DE FORMATION A.S. ST ETIENNE","PEM - PEM CLAIREFONTAINE",2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00369,67.75,1,"0","0","1",1,8,12,877,9,1
1388,"Defenseur",5,"France","CFM - ACADEMY AS MONACO FC","PEM - PEM CLAIREFONTAINE",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",0,NA,NA,NA,NA,0
1389,"Defenseur",2,"France","CFM - CENTRE DE FORMATION ST. RENNAIS F.C.","PEM - PEM CLAIREFONTAINE",0,0,5.44,5.44,NA,5.44,NA,NA,NA,5.44,5.44,5.44,5e-05,14.55,3,"1","0","1",1,NA,4,223,2,0
1390,"Milieu",1,"Sénégal","CFM - CENTRE DE FORMATION R.C. STRASBOURG ALSACE","PEM - PEM NANCY",0,0,13.85,14.01,14.14,14.01,16.12,16.12,14.14,13.24,13.24,15.45,0.00021,8.46,2,"0","0","1",1,1,3,107,1,1
1391,"Milieu",3,"France","CFM - CENTRE DE FORMATION O. DE LYON ET DU RHONE","aucun",3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"1","0","0",0,NA,NA,NA,NA,0
1397,"Milieu",5,"France","CFM - CENTRE DE FORMATION R.C. LENSOIS","aucun",0,0,NA,17.29,17.29,17.29,17.29,17.29,17.29,17.29,17.29,NA,1e-04,13.46,1,"0","1","0",1,NA,5,235,1,0
1403,"Defenseur",1,"France","CFM - LOSC LILLE ASSOCIATION","PEM - PEM SAINT-SEBASTIEN SUR LOIRE",1,0,18.36,15.87,14.63,15.87,15.03,15.03,14.63,14.63,14.63,18.36,0,21.49,1,"1","0","0",1,NA,3,127,2,0
1407,"Milieu",2,"France","CFM - CENTRE DE FORMATION MONTPELLIER HERAULT SP.C.","PEM - PEM CASTELMAUROU",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",0,NA,NA,NA,NA,1
1412,"Milieu",9,"France","aucun","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",0,NA,NA,NA,NA,0
1420,"Milieu",4,"France","CFM - CENTRE DE FORMATION O. DE LYON ET DU RHONE","aucun",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,26.5,1,"1","0","0",1,NA,2,109,1,1
1429,"Defenseur",4,"France","CFM - CENTRE DE FORMATION ST. RENNAIS F.C.","PEM - PEM PLOUFRAGAN",0,0,NA,11.25,11.25,11.25,NA,NA,11.25,11.25,11.25,NA,0.00012,19.41,1,"1","0","0",0,NA,NA,NA,NA,0
1431,"Attaquant",6,"France","CFM - CENTRE DE FORMATION F.C. NANTES","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00081,14.9,2,"0","1","1",0,NA,NA,NA,NA,1
1434,"Milieu",5,"France","CFM - CENTRE DE FORMATION F.C. NANTES","PEM - PEM CLAIREFONTAINE",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00015,11.34,4,"0","1","0",0,NA,NA,NA,NA,1
1441,"Defenseur",2,"France","CFM - CENTRE DE FORMATION A.S. ST ETIENNE","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2e-05,13.85,2,"0","0","1",1,NA,3,182,3,0
1449,"Defenseur",3,"France","CFM - CENTRE DE FORMATION ESPER. TROYES AUBE CHAMPAGNE","PEM - PEM REIMS",0,0,NA,11.88,17.13,11.88,17.13,17.13,17.13,11.88,11.88,11.88,4e-05,11.79,3,"1","0","0",1,NA,5,249,3,0
1451,"Attaquant",2,"Maroc","CFM - ACADEMY AS MONACO FC","aucun",2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00213,34.26,2,"0","1","0",1,1,10,567,7,1
1456,"Defenseur",1,"France","CFM - CENTRE DE FORMATION O. DE LYON ET DU RHONE","aucun",0,1,16.28,16.35,16.13,16.35,16.35,16.35,16.13,16.35,16.35,16.55,3e-05,13.27,3,"1","1","0",1,1,5,271,3,1
1464,"Attaquant",9,"France","aucun","aucun",0,0,NA,12.97,12.97,12.97,12.97,12.97,12.97,12.97,12.97,NA,0.00075,12.28,4,"1","0","1",0,NA,NA,NA,NA,0
1467,"Gardien de But",7,"France","aucun","PEM - PEM CASTELMAUROU",0,0,12.36,12.81,12.01,12.81,12.77,12.77,13.7,12.81,13.83,13.93,0,16.02,2,"0","0","1",0,NA,NA,NA,NA,1
1468,"Defenseur",4,"France","CFM - LOSC LILLE ASSOCIATION","PEM - PEM LIEVIN",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,29.32,1,"1","0","0",1,NA,3,204,2,0
1472,"Gardien de But",2,"France","CFM - ACADEMY AS MONACO FC","aucun",3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,34.38,2,"0","1","0",1,NA,2,180,2,1
1487,"Attaquant",7,"Congo","CFM - CENTRE DE FORMATION ST. MALHERBE CAEN-CALV.B.NORM.","aucun",0,1,NA,17.49,17.49,17.49,NA,NA,17.49,17.49,17.49,NA,1e-04,20.94,3,"1","1","0",0,NA,NA,NA,NA,1
1488,"Milieu",10,"France","aucun","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",1,NA,3,152,2,0
1489,"Milieu",12,"France","CFM - CENTRE DE FORMATION O. DE MARSEILLE - O.M.","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00089,35.1,2,"1","0","0",0,NA,NA,NA,NA,0
1494,"Defenseur",3,"France","CFM - CENTRE DE FORMATION VALENCIENNES F.C.","aucun",0,1,17.04,17.09,17.04,17.09,17.04,17.04,NA,17.14,17.14,17.14,0,19.25,2,"0","0","1",1,NA,3,109,1,1
1496,"Attaquant",3,"Guinée","CFM - CENTRE DE FORMATION ST. LAVALLOIS F.C.","aucun",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",1,1,4,163,1,0
1504,"Attaquant",1,"France","aucun","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",0,NA,NA,NA,NA,0
1506,"Attaquant",12,"France","CFM - CENTRE DE FORMATION F.C. NANTES","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00208,37.06,1,"0","1","0",0,NA,NA,NA,NA,0
1514,"Milieu",8,"France","CFM - CENTRE DE FORMATION F.C. LORIENT","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",0,NA,NA,NA,NA,1
1516,"Defenseur",8,"France","aucun","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4e-05,19.04,1,"1","0","0",0,NA,NA,NA,NA,1
1520,"Defenseur",5,"France","aucun","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"1","0","0",0,NA,NA,NA,NA,0
1545,"Gardien de But",4,"France","aucun","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,25.43,1,"1","0","0",1,NA,1,90,1,0
1586,"Milieu",6,"France","CFM - CENTRE DE FORMATION O. DE MARSEILLE - O.M.","aucun",4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",0,NA,NA,NA,NA,0
1587,"Defenseur",3,"France","CFM - CENTRE DE FORMATION ST DE REIMS","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00041,86.79,2,"0","0","1",0,NA,NA,NA,NA,0
1591,"Attaquant",5,"France","aucun","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",0,NA,NA,NA,NA,0
1606,"Attaquant",4,"France","CFM - CENTRE DE FORMATION F.C. NANTES","PEM - PEM PLOUFRAGAN",0,0,NA,11.38,11.38,11.38,12.59,12.59,11.38,11.38,11.38,NA,0.00089,16.72,1,"0","1","0",1,NA,2,81,1,0
1608,"Milieu",11,"France","CFM - CENTRE DE FORMATION MONTPELLIER HERAULT SP.C.","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,39.12,1,"0","0","0",1,NA,1,90,1,0
1627,"Defenseur",1,"France","CFM - CENTRE DE FORMATION ST. RENNAIS F.C.","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,90,1,"1","0","0",0,NA,NA,NA,NA,0
1632,"Milieu",6,"France","CFM - CENTRE DE FORMATION A.S. ST ETIENNE","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00204,75.31,1,"0","0","1",1,NA,3,110,1,0
1637,"Milieu",5,"France","CFM - CENTRE DE FORMATION TOULOUSE FOOTBALL CLUB","PEM - PEM CLAIREFONTAINE",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00017,16.74,1,"0","1","0",0,NA,NA,NA,NA,1
1641,"Defenseur",9,"France","aucun","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",0,NA,NA,NA,NA,0
