"ID_INDIVIDU","POSTE","MOIS_NAISSANCE","NATIONALITE","CF_AGREE","POLE_ESPOIR","NB_PALMARES_AVANT_19","exp_avant_19","Anthropometrie","Detente_horizontale","Vitesse_lineaire","Vivacite","Jeux_reduits","Match","Conduite_de_balle","Gardiens_de_but","Jonglerie_en_mouvement","Vitesse_max_aerobie","NB_BUT_PAR_MIN_JOUE_PAR_SAISON_AVANT_19","NB_MIN_JOUE_PAR_MATCH_PAR_SAISON_AVANT_19","NB_CLUB_AVANT_19","TOP_50_AVANT_19","TOP_50_150_AVANT_19","top_restant_AVANT_19","France U16","France U17","France U18","France U19","U16_NB_BUT","U16_NB_MATCH_JOUE","U16_NB_MIN_JOUE","U16_TITULARISATION","U17_NB_BUT","U17_NB_MATCH_JOUE","U17_NB_MIN_JOUE","U17_TITULARISATION","U18_NB_BUT","U18_NB_MATCH_JOUE","U18_NB_MIN_JOUE","U18_TITULARISATION","U19_NB_BUT","U19_NB_MATCH_JOUE","U19_NB_MIN_JOUE","U19_TITULARISATION","Y"
2695,"Defenseur",3,"France","CFM - CENTRE DE FORMATION TOULOUSE FOOTBALL CLUB","PEM - PEM CASTELMAUROU",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7e-05,24.34,1,"0","1","0",1,1,1,1,NA,11,744,7,NA,8,568,6,NA,2,180,2,NA,2,107,1,0
2697,"Gardien de But",11,"France","CFM - CENTRE DE FORMATION ESPER. TROYES AUBE CHAMPAGNE","aucun",1,0,15.54,15.54,15.54,15.54,15.54,15.54,NA,15.54,NA,NA,0,23.29,1,"0","0","0",0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,270,3,NA,10,856,10,1
2709,"Attaquant",6,"France","CFM - CENTRE DE FORMATION MONTPELLIER HERAULT SP.C.","aucun",2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00043,19.66,1,"0","0","0",0,1,1,1,NA,NA,NA,NA,3,4,264,3,NA,5,146,1,2,2,147,2,0
2711,"Gardien de But",7,"France","aucun","aucun",4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,9.5,1,"1","0","0",1,1,1,1,NA,10,900,10,NA,12,1080,12,NA,5,450,5,NA,3,224,2,1
2713,"Defenseur",3,"France","aucun","aucun",0,0,18.28,18.28,18.28,18.28,18.28,18.28,NA,NA,NA,NA,0,10.8,2,"1","0","1",0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,15,1176,14,1
2715,"Attaquant",11,"France","aucun","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",1,1,1,1,1,1,49,NA,1,4,345,4,NA,7,473,5,2,10,545,7,0
2738,"Milieu",3,"France","CFM - CENTRE DE FORMATION F.C. NANTES","aucun",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2,8,596,6,NA,12,959,11,1
2773,"Milieu",9,"France","CFM - CENTRE DE FORMATION MONTPELLIER HERAULT SP.C.","aucun",0,0,14.35,15.25,13.58,15.25,16.11,16.11,13.19,15.5,15.5,18.59,6e-05,12.72,2,"0","0","0",0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,346,4,NA,6,342,4,0
2784,"Defenseur",11,"France","CFM - CENTRE DE FORMATION ST. LAVALLOIS F.C.","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,90,1,"1","0","0",0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,180,2,NA,1,44,NA,1
2786,"Defenseur",6,"France","CFM - CENTRE DE FORMATION A.S. ST ETIENNE","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3e-05,15.06,2,"0","0","1",0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,71,1,0
2797,"Defenseur",3,"France","CFM - CENTRE DE FORMATION LE HAVRE A.C.","aucun",0,0,14.51,15.13,15.13,15.13,15.13,15.13,NA,NA,NA,NA,6e-05,7.39,3,"1","1","0",0,1,0,1,NA,NA,NA,NA,NA,6,387,3,NA,NA,NA,NA,2,11,784,9,1
2804,"Gardien de But",4,"France","CFM - CENTRE DE FORMATION F.C. LORIENT","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,360,4,1
2809,"Defenseur",5,"France","CFM - CENTRE DE FORMATION F.C. SOCHAUX MONTBELIARD","aucun",0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2e-04,27.55,3,"1","0","1",1,1,0,1,2,12,815,8,NA,7,449,4,NA,NA,NA,NA,NA,1,35,NA,1
2821,"Defenseur",2,"France","CFM - CENTRE DE FORMATION ST. LAVALLOIS F.C.","aucun",0,0,6.33,6.33,6.33,6.33,6.33,6.33,NA,NA,NA,NA,6e-05,17.97,3,"1","0","0",0,1,1,1,NA,NA,NA,NA,NA,1,74,1,NA,7,625,7,1,12,1003,12,1
2824,"Attaquant",11,"France","aucun","PEM - PEM CLAIREFONTAINE",4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00154,18.77,1,"1","0","0",1,0,0,1,NA,3,118,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,178,2,1
2837,"Milieu",3,"France","aucun","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3e-04,12.71,1,"1","0","0",1,1,1,1,NA,2,154,2,2,9,678,7,NA,6,428,5,NA,6,350,4,0
2842,"Milieu",6,"France","CFM - CENTRE DE FORMATION R.C. LENSOIS","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00013,22.34,1,"0","1","0",0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,31,NA,1
2851,"Gardien de But",4,"France","CFM - CENTRE DE FORMATION F.C. METZ","aucun",1,1,NA,16.48,15.35,16.48,16.48,16.48,15.35,16.48,16.48,19.12,0,12.16,2,"0","0","1",1,0,1,1,NA,7,600,7,NA,NA,NA,NA,NA,5,406,5,NA,4,360,4,0
2876,"Attaquant",5,"France","CFM - CENTRE DE FORMATION ST. RENNAIS F.C.","aucun",0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00276,69.79,1,"1","0","0",0,1,1,1,NA,NA,NA,NA,NA,8,523,7,NA,5,372,4,1,3,172,2,0
2893,"Defenseur",1,"France","CFM - CENTRE DE FORMATION AMIENS SP.C. PICARDIE","aucun",0,1,13.85,13.54,14.48,13.54,14.59,14.59,14.48,13.54,13.54,12.27,4e-05,11.15,4,"1","0","1",1,1,0,1,NA,10,527,6,NA,4,270,3,NA,NA,NA,NA,1,3,135,1,1
2906,"Gardien de But",2,"République Centrafricaine","CFM - CENTRE DE FORMATION EN AVANT GUINGAMP","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,16.19,1,"0","0","0",0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,180,2,NA,1,90,1,0
2910,"Milieu",10,"Cameroun","CFM - CENTRE DE FORMATION F.C. SOCHAUX MONTBELIARD","aucun",2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,90,1,"0","0","1",0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,226,2,1
2917,"Milieu",5,"France","CFM - CENTRE DE FORMATION AS NANCY LORRAINE","PEM - PEM NANCY",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00026,14.58,2,"0","0","1",0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,60,1,0
2923,"Attaquant",3,"Guadeloupe","CFM - CENTRE DE FORMATION ST. MALHERBE CAEN-CALV.B.NORM.","aucun",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",1,1,1,1,6,11,630,7,6,20,1227,14,1,5,251,3,1,14,1018,12,1
2931,"Attaquant",4,"France","CFM - CENTRE DE FORMATION F.C. NANTES","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00132,22.77,1,"0","1","0",0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,4,6,402,4,1,10,489,5,1
2935,"Defenseur",6,"France","aucun","aucun",2,1,NA,16.22,16.22,16.22,15.98,15.98,16.22,16.22,16.22,NA,1e-04,14.81,3,"1","0","1",1,1,1,1,NA,9,555,5,NA,9,769,8,NA,10,847,10,1,6,484,5,0
2942,"Defenseur",12,"France","CFM - CENTRE DE FORMATION F.C. NANTES","aucun",0,0,NA,14.38,14.38,14.38,14.38,14.38,14.38,14.38,14.38,NA,3e-05,15.33,2,"0","1","0",0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,92,1,NA,1,90,1,0
2943,"Milieu",9,"Algérie","CFM - CENTRE DE FORMATION O. DE LYON ET DU RHONE","aucun",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00282,22.19,1,"1","0","0",1,1,1,1,NA,3,189,1,2,6,424,4,10,9,574,7,1,16,1202,14,0
2945,"Attaquant",2,"France","CFM - CENTRE DE FORMATION AS NANCY LORRAINE","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00038,9.05,3,"0","0","1",1,0,0,1,NA,5,210,3,NA,NA,NA,NA,NA,NA,NA,NA,3,15,459,3,1
2947,"Milieu",12,"Algérie","aucun","aucun",0,1,20,20,20,20,NA,NA,NA,NA,NA,NA,0.00427,46.8,2,"1","0","1",0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,4,295,3,1,7,510,6,0
2962,"Milieu",1,"France","aucun","aucun",2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"1","0","0",0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,13,875,11,1
2969,"Milieu",4,"France","CFM - CENTRE DE FORMATION MONTPELLIER HERAULT SP.C.","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",1,0,0,1,NA,2,89,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,108,1,0
2971,"Milieu",4,"France","CFM - CENTRE DE FORMATION AS NANCY LORRAINE","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",0,1,0,1,NA,NA,NA,NA,NA,8,620,7,NA,NA,NA,NA,NA,5,349,4,1
2977,"Gardien de But",9,"France","CFM - CENTRE DE FORMATION R.C. LENSOIS","aucun",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,16.96,2,"0","1","0",1,1,1,1,NA,5,409,4,NA,3,227,2,NA,1,90,1,NA,1,44,NA,1
2980,"Defenseur",2,"France","CFM - CENTRE DE FORMATION A.J. AUXERROISE","aucun",0,0,NA,NA,NA,NA,NA,NA,14.41,14.41,14.41,NA,9e-05,13.71,2,"0","1","0",0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,8,421,4,1
2990,"Defenseur",4,"France","CFM - CENTRE DE FORMATION F.C. NANTES","aucun",2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00018,26.56,1,"0","1","0",1,1,1,1,1,16,1020,13,NA,1,90,1,NA,5,335,4,NA,7,518,5,1
2997,"Milieu",1,"France","CFM - CENTRE DE FORMATION F.C. NANTES","aucun",1,0,NA,10.8,10.8,10.8,NA,NA,10.8,10.8,10.8,NA,7e-05,19.28,1,"0","1","0",1,1,1,1,NA,10,794,9,NA,7,481,5,NA,3,270,3,1,6,328,4,0
2999,"Attaquant",1,"France","CFM - CENTRE DE FORMATION A.J. AUXERROISE","PEM - PEM CLAIREFONTAINE",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00239,40.53,1,"0","0","0",1,0,1,1,2,2,76,1,NA,NA,NA,NA,2,3,177,2,2,17,969,12,1
3008,"Milieu",7,"France","CFM - CENTRE DE FORMATION F.C. DES GIRONDINS DE BORDEAUX","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00074,17.41,2,"0","0","1",0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,44,NA,NA,4,263,4,1
3011,"Milieu",7,"France","aucun","aucun",2,0,NA,12.57,12.57,12.57,NA,NA,12.57,12.57,12.57,NA,0.00047,14.22,3,"1","0","1",1,1,1,1,4,10,578,8,1,16,1106,13,3,7,377,4,3,11,512,4,1
3025,"Attaquant",8,"France","CFM - CENTRE DE FORMATION F.C. SOCHAUX MONTBELIARD","aucun",2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00146,39.54,1,"0","0","1",0,1,1,1,NA,NA,NA,NA,NA,4,178,1,3,5,313,4,NA,15,549,4,1
3029,"Milieu",1,"France","CFM - CENTRE DE FORMATION O. DE MARSEILLE - O.M.","aucun",0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00049,8.13,4,"1","0","0",0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,68,1,0
3044,"Attaquant",7,"Sénégal","CFM - CENTRE DE FORMATION VALENCIENNES F.C.","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,104,1,NA,8,361,3,1
3050,"Milieu",6,"France","CFM - CENTRE DE FORMATION ST. MALHERBE CAEN-CALV.B.NORM.","aucun",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,19.41,2,"0","1","0",1,1,1,1,1,7,479,5,NA,15,996,11,NA,1,65,1,NA,2,87,1,1
3051,"Attaquant",10,"Etats-Unis","aucun","aucun",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,137.5,1,"0","0","1",0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2,5,193,2,NA,3,106,1,0
3064,"Milieu",2,"France","aucun","aucun",4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,20.82,1,"1","0","0",0,1,1,1,NA,NA,NA,NA,1,6,213,1,NA,4,227,2,NA,7,473,6,0
3094,"Milieu",9,"France","CFM - CENTRE DE FORMATION TOULOUSE FOOTBALL CLUB","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",0,1,0,1,NA,NA,NA,NA,NA,4,223,2,NA,NA,NA,NA,1,15,900,10,1
3103,"Attaquant",12,"France","aucun","PEM - PEM CLAIREFONTAINE",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,34,NA,0
3114,"Milieu",7,"Cameroun","CFM - CENTRE DE FORMATION A.J. AUXERROISE","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"0","0","0",0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,29,NA,NA,2,56,NA,1
3117,"Attaquant",7,"France","CFM - CENTRE DE FORMATION O.G.C. NICE COTE D'AZUR","aucun",0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00075,9.91,2,"0","1","0",1,1,1,1,3,4,107,1,NA,2,36,NA,2,5,284,4,NA,4,91,1,0
3118,"Attaquant",7,"France","aucun","aucun",2,1,14.56,14.56,14.56,14.56,14.56,14.56,NA,NA,NA,NA,0.00078,16.99,2,"1","0","1",0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2,11,583,6,2,16,1147,15,1
3135,"Milieu",1,"France","CFM - CENTRE DE FORMATION F.C. NANTES","PEM - PEM SAINT-SEBASTIEN SUR LOIRE",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00075,37.24,1,"0","1","0",1,1,1,1,NA,7,397,5,NA,7,604,7,NA,5,309,4,NA,3,186,2,1
3141,"Milieu",2,"France","aucun","aucun",3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"1","0","0",1,1,1,1,5,16,1005,13,1,12,839,10,4,6,373,5,NA,3,76,1,0
3148,"Milieu",5,"France","CFM - CENTRE DE FORMATION A.J. AUXERROISE","aucun",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9e-05,21.01,1,"0","0","0",0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,6,353,4,NA,14,897,10,0
3153,"Defenseur",11,"Martinique","CFM - CENTRE DE FORMATION VALENCIENNES F.C.","PEM - PEM CLAIREFONTAINE",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,110,1,1
3187,"Attaquant",9,"France","CFM - CENTRE DE FORMATION TOULOUSE FOOTBALL CLUB","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00159,35.24,1,"0","1","0",0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6,183,1,1
3201,"Milieu",1,"France","CFM - CENTRE DE FORMATION A.C. AJACCIEN","PEM - PEM AJACCIO",0,0,NA,13.46,13.46,13.46,NA,NA,13.46,13.46,13.46,NA,0.00051,11.04,1,"1","0","0",0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,178,3,NA,1,30,NA,0
3241,"Attaquant",7,"France","CFM - CENTRE DE FORMATION A.J. AUXERROISE","aucun",0,0,NA,13.5,13.5,13.5,13.5,13.5,13.5,13.5,13.5,NA,0.00092,9.88,2,"0","0","1",0,1,1,1,NA,NA,NA,NA,NA,6,288,2,2,5,266,3,1,10,356,4,0
3254,"Defenseur",7,"France","aucun","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,208,1,0
3264,"Gardien de But",2,"France","aucun","PEM - PEM CLAIREFONTAINE",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"1","0","0",0,1,1,1,NA,NA,NA,NA,NA,10,900,10,NA,4,360,4,NA,8,750,8,1
3283,"Defenseur",3,"France","aucun","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,19.15,1,"1","0","0",1,0,0,1,NA,2,87,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,90,1,0
3291,"Attaquant",1,"France","CFM - CENTRE DE FORMATION ST. RENNAIS F.C.","PEM - PEM CLAIREFONTAINE",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,6,411,4,NA,15,1145,13,1
3319,"Milieu",2,"France","CFM - LOSC LILLE ASSOCIATION","aucun",0,1,11.76,12.31,12.87,12.31,NA,NA,12.87,12.31,12.31,11.76,7e-05,8.56,4,"1","0","1",1,0,1,1,1,8,445,4,NA,NA,NA,NA,NA,10,688,7,NA,8,562,6,1
3321,"Milieu",2,"France","CFM - CENTRE DE FORMATION O. DE LYON ET DU RHONE","PEM - PEM DIJON",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7e-05,22.53,2,"1","0","0",1,1,1,1,NA,11,560,8,NA,2,96,1,NA,1,28,NA,NA,2,180,2,0
3363,"Milieu",7,"Cameroun","CFM - CENTRE DE FORMATION F.C. METZ","aucun",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00104,42.59,2,"1","1","0",1,1,1,1,NA,6,291,4,NA,3,132,1,NA,5,373,4,NA,13,1081,13,1
3378,"Defenseur",11,"France","CFM - CENTRE DE FORMATION O.G.C. NICE COTE D'AZUR","aucun",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,48.55,1,"0","1","0",0,1,1,1,NA,NA,NA,NA,NA,3,270,3,NA,5,369,4,NA,16,1129,14,1
3403,"Milieu",2,"France","CFM - CENTRE DE FORMATION A.S. ST ETIENNE","aucun",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00016,32.99,2,"0","0","1",1,0,1,1,1,6,318,3,NA,NA,NA,NA,1,6,334,4,NA,9,738,8,0
3417,"Gardien de But",1,"France","CFM - CENTRE DE FORMATION A.J. AUXERROISE","aucun",0,0,NA,4.35,4.35,4.35,NA,NA,4.35,4.35,4.35,NA,0,12.97,1,"0","0","0",1,1,0,1,NA,2,126,1,NA,4,319,3,NA,NA,NA,NA,NA,1,90,1,1
3438,"Milieu",6,"Cameroun","CFM - CENTRE DE FORMATION ST. RENNAIS F.C.","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,90,1,"1","0","0",0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,118,1,0
3497,"Defenseur",4,"France","CFM - CENTRE DE FORMATION MONTPELLIER HERAULT SP.C.","aucun",0,0,NA,9.07,9.24,9.07,9.24,9.24,9.24,9.07,9.07,8.73,6e-05,10.62,1,"0","0","0",0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,291,3,NA,1,87,1,0
3499,"Attaquant",7,"France","CFM - CENTRE DE FORMATION ST. MALHERBE CAEN-CALV.B.NORM.","aucun",0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00073,18.97,2,"1","1","0",1,1,1,1,3,8,469,5,NA,5,212,3,1,1,65,1,1,5,298,4,1
3506,"Gardien de But",10,"France","aucun","PEM - PEM CLAIREFONTAINE",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,224,2,1
3511,"Milieu",7,"France","aucun","aucun",3,1,NA,13.17,13.17,13.17,NA,NA,13.17,13.17,13.17,NA,7e-05,13,5,"1","0","1",1,1,1,1,NA,13,759,7,NA,16,1167,14,1,7,490,5,NA,12,709,8,1
3517,"Milieu",4,"France","CFM - CENTRE DE FORMATION ST. RENNAIS F.C.","PEM - PEM PLOUFRAGAN",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00056,80.77,1,"1","0","0",0,1,1,1,NA,NA,NA,NA,NA,7,513,5,NA,1,63,1,NA,11,618,6,1
3521,"Defenseur",4,"Angola","CFM - CENTRE DE FORMATION O. DE LYON ET DU RHONE","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,31.95,2,"1","0","0",0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,90,1,1
3529,"Defenseur",2,"France","CFM - CENTRE DE FORMATION TOULOUSE FOOTBALL CLUB","aucun",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00014,42.42,1,"0","1","0",0,1,1,1,NA,NA,NA,NA,NA,6,337,3,NA,1,59,1,NA,5,450,5,0
3532,"Milieu",2,"République Centrafricaine","CFM - CENTRE DE FORMATION R.C. LENSOIS","aucun",2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00043,62.49,1,"0","1","0",0,1,1,1,NA,NA,NA,NA,NA,6,387,5,5,12,847,9,NA,12,814,9,1
3536,"Milieu",3,"France","CFM - CENTRE DE FORMATION A.J. AUXERROISE","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",1,1,0,1,NA,5,310,3,NA,17,1274,15,NA,NA,NA,NA,NA,7,443,5,1
3554,"Attaquant",6,"France","CFM - ACADEMY AS MONACO FC","PEM - PEM AIX EN PROVENCE",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"0","0","1",1,0,0,1,1,8,420,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,194,1,0
3563,"Milieu",5,"France","aucun","aucun",5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00095,11.02,2,"1","0","0",1,1,1,1,7,9,591,6,NA,14,895,10,2,6,376,5,2,10,363,4,1
3581,"Attaquant",8,"France","CFM - CENTRE DE FORMATION ST. RENNAIS F.C.","aucun",0,1,NA,11.41,11.41,11.41,NA,NA,11.41,11.41,11.41,NA,0.00061,10.43,4,"1","1","0",0,1,1,1,NA,NA,NA,NA,NA,6,210,1,4,7,289,2,7,8,384,3,1
3587,"Attaquant",7,"France","aucun","aucun",0,1,NA,11.28,11.28,11.28,11.28,11.28,11.28,11.28,11.28,NA,0.00041,15.48,2,"1","0","1",0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,9,406,5,0
3666,"Milieu",1,"France","CFM - CENTRE DE FORMATION O. DE MARSEILLE - O.M.","aucun",0,0,18.28,14.28,14.28,14.28,18.28,18.28,10.27,10.27,10.27,NA,0,17.66,1,"1","0","0",0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,122,1,NA,5,198,2,0
3678,"Attaquant",3,"Mali","CFM - CENTRE DE FORMATION F.C. DES GIRONDINS DE BORDEAUX","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,15.56,1,"0","0","1",1,0,1,1,1,3,116,2,NA,NA,NA,NA,3,7,299,3,NA,10,514,5,1
3687,"Attaquant",2,"France","CFM - LOSC LILLE ASSOCIATION","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00083,19.28,1,"1","0","0",1,1,1,1,1,7,334,3,NA,2,180,2,NA,7,310,4,NA,2,76,NA,0
3713,"Milieu",12,"France","aucun","aucun",0,0,17.71,14.73,14.12,14.73,16.2,16.2,14.12,14.73,14.73,15.21,0.00028,7.49,4,"1","0","1",0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,14,800,10,1
3735,"Attaquant",10,"France","CFM - CENTRE DE FORMATION LA BERRICHONNE DE CHATEAUROUX","aucun",0,1,10.55,11.13,10.84,11.13,10.84,10.84,10.99,9.71,9.71,12,0.00032,7.74,5,"0","0","1",0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,7,366,4,1
3746,"Defenseur",3,"France","CFM - CENTRE DE FORMATION TOULOUSE FOOTBALL CLUB","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,93,1,0
3750,"Milieu",8,"France","aucun","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00163,11.62,2,"1","0","0",1,0,0,1,NA,2,74,1,NA,NA,NA,NA,NA,NA,NA,NA,2,3,247,3,0
3752,"Attaquant",6,"France","aucun","aucun",5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00426,11.19,1,"1","0","0",1,1,1,1,5,11,715,9,NA,8,571,8,1,4,252,3,1,3,188,2,0
