"ID_INDIVIDU","POSTE","MOIS_NAISSANCE","NATIONALITE","CF_AGREE","POLE_ESPOIR","NB_PALMARES_AVANT_19","exp_avant_19","Anthropometrie","Detente_horizontale","Vitesse_lineaire","Vivacite","Jeux_reduits","Match","Conduite_de_balle","Gardiens_de_but","Jonglerie_en_mouvement","Vitesse_max_aerobie","NB_BUT_PAR_MIN_JOUE_PAR_SAISON_AVANT_19","NB_MIN_JOUE_PAR_MATCH_PAR_SAISON_AVANT_19","NB_CLUB_AVANT_19","TOP_50_AVANT_19","TOP_50_150_AVANT_19","top_restant_AVANT_19","France U16","France U17","France U18","France U19","U16_NB_BUT","U16_NB_MATCH_JOUE","U16_NB_MIN_JOUE","U16_TITULARISATION","U17_NB_BUT","U17_NB_MATCH_JOUE","U17_NB_MIN_JOUE","U17_TITULARISATION","U18_NB_BUT","U18_NB_MATCH_JOUE","U18_NB_MIN_JOUE","U18_TITULARISATION","U19_NB_BUT","U19_NB_MATCH_JOUE","U19_NB_MIN_JOUE","U19_TITULARISATION","Y"
1451,"Attaquant",2,"Maroc","CFM - ACADEMY AS MONACO FC","aucun",2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00146,18.99,3,"1","1","0",1,0,1,1,1,10,567,7,NA,NA,NA,NA,NA,2,141,2,2,5,314,4,1
1456,"Defenseur",1,"France","CFM - CENTRE DE FORMATION O. DE LYON ET DU RHONE","aucun",0,1,16.28,16.35,16.13,16.35,16.35,16.35,16.13,16.35,16.35,16.55,2e-05,11.38,3,"1","1","0",1,0,1,1,1,5,271,3,NA,NA,NA,NA,NA,9,508,5,NA,2,148,2,0
1461,"Attaquant",3,"Guadeloupe","CFM - CENTRE DE FORMATION A.J. AUXERROISE","aucun",0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,2,"1","0","0",1,1,1,1,1,8,460,5,1,2,100,1,NA,3,125,1,NA,3,134,1,0
1496,"Attaquant",3,"Guinée","CFM - CENTRE DE FORMATION ST. LAVALLOIS F.C.","aucun",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",1,0,0,1,1,4,163,1,NA,NA,NA,NA,NA,NA,NA,NA,2,11,841,10,1
1507,"Milieu",9,"France","CFM - CENTRE DE FORMATION AS NANCY LORRAINE","aucun",0,1,NA,9.74,7.18,9.74,7.18,7.18,7.18,7.18,7.18,20,0.00016,9.78,4,"1","1","1",1,1,0,1,NA,2,92,1,NA,6,442,4,NA,NA,NA,NA,1,15,823,10,1
1514,"Milieu",8,"France","CFM - CENTRE DE FORMATION F.C. LORIENT","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,NA,NA,2,97,1,0
1520,"Defenseur",5,"France","aucun","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"1","0","0",0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,494,6,1
1528,"Milieu",8,"France","CFM - CENTRE DE FORMATION O.G.C. NICE COTE D'AZUR","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00123,30.06,1,"0","1","0",1,1,1,1,NA,1,47,1,NA,5,161,2,1,2,179,2,NA,3,182,3,0
1557,"Milieu",2,"Cameroun","CFM - CENTRE DE FORMATION LE HAVRE A.C.","aucun",2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00029,14.4,2,"1","0","1",1,1,1,1,5,19,1510,17,NA,8,571,7,1,2,114,2,NA,5,322,4,1
1566,"Defenseur",3,"France","CFM - CENTRE DE FORMATION A.S. ST ETIENNE","aucun",0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2e-05,15.03,3,"0","1","1",1,1,1,1,1,7,549,5,2,6,480,5,1,5,365,4,NA,3,125,1,1
1570,"Defenseur",1,"France","CFM - CENTRE DE FORMATION O. DE LYON ET DU RHONE","aucun",3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"1","0","0",1,1,1,1,NA,12,902,10,NA,2,180,2,NA,4,316,4,NA,1,90,1,0
1572,"Milieu",1,"France","CFM - CENTRE DE FORMATION VALENCIENNES F.C.","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00208,87.27,1,"0","0","1",1,1,0,1,NA,7,320,3,NA,9,424,4,NA,NA,NA,NA,NA,6,291,2,0
1594,"Defenseur",7,"France","CFM - LOSC LILLE ASSOCIATION","aucun",2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00164,87.14,1,"1","0","0",0,1,1,1,NA,NA,NA,NA,NA,15,1350,15,NA,11,775,9,NA,12,1049,11,1
1597,"Defenseur",1,"Guinée","aucun","aucun",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",0,1,1,1,NA,NA,NA,NA,NA,3,205,2,NA,2,98,1,1,10,866,9,1
1603,"Defenseur",6,"France","CFM - CENTRE DE FORMATION AS NANCY LORRAINE","PEM - PEM LIEVIN",3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",1,1,1,1,NA,6,334,3,NA,14,1113,12,NA,3,270,3,NA,6,540,6,1
1632,"Milieu",6,"France","CFM - CENTRE DE FORMATION A.S. ST ETIENNE","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00107,40.44,1,"0","0","1",1,0,0,1,NA,3,110,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,44,NA,0
1637,"Milieu",5,"France","CFM - CENTRE DE FORMATION TOULOUSE FOOTBALL CLUB","PEM - PEM CLAIREFONTAINE",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00019,12.95,1,"0","1","0",0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,5,290,3,NA,8,535,6,0
1645,"Defenseur",2,"France","aucun","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,88.67,1,"0","0","0",0,1,1,1,NA,NA,NA,NA,NA,3,229,2,NA,1,90,1,NA,1,52,1,0
1659,"Defenseur",5,"France","aucun","aucun",0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7e-05,7.7,3,"1","0","0",0,1,1,1,NA,NA,NA,NA,NA,9,810,9,NA,6,436,5,NA,3,183,2,0
1675,"Milieu",7,"France","CFM - CENTRE DE FORMATION A.C. AJACCIEN","PEM - PEM AJACCIO",0,0,20,20,20,20,NA,NA,NA,NA,NA,NA,0,42.17,2,"1","0","0",0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,44,NA,0
1723,"Defenseur",5,"France","aucun","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,646,7,1
1752,"Gardien de But",3,"France","CFM - ACADEMY AS MONACO FC","aucun",0,1,13.02,13.02,10.34,13.02,13.68,13.68,NA,15.01,14.8,14.8,0,9.46,3,"1","1","1",0,1,0,1,NA,NA,NA,NA,NA,1,46,1,NA,NA,NA,NA,NA,5,404,4,1
1779,"Defenseur",1,"France","CFM - CENTRE DE FORMATION EN AVANT GUINGAMP","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00016,34.59,1,"0","0","0",0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,270,3,0
1781,"Attaquant",6,"France","CFM - CENTRE DE FORMATION F.C. LORIENT","PEM - PEM CLAIREFONTAINE",2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00118,18.34,1,"0","0","1",0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,10,674,8,NA,9,528,6,1
1784,"Milieu",3,"Tunisie","CFM - CENTRE DE FORMATION O. DE MARSEILLE - O.M.","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,20,1,"1","0","0",0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,173,3,NA,14,959,11,1
1794,"Milieu",8,"France","CFM - CENTRE DE FORMATION O. DE LYON ET DU RHONE","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,59.33,1,"1","0","0",0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,20,NA,1
1816,"Defenseur",3,"France","CFM - LOSC LILLE ASSOCIATION","PEM - PEM LIEVIN",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,197,2,0
1819,"Defenseur",12,"Cameroun","CFM - CENTRE DE FORMATION F.C. SOCHAUX MONTBELIARD","aucun",4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,30,2,"0","0","1",1,1,1,1,3,16,1316,14,NA,2,124,1,NA,3,270,3,1,16,1260,14,1
1831,"Attaquant",4,"France","CFM - CENTRE DE FORMATION O. DE MARSEILLE - O.M.","aucun",2,0,15.53,14.32,14.83,14.32,14.42,14.42,13.82,13.51,13.51,13.79,0.00016,6.57,2,"1","0","0",1,1,1,1,NA,2,100,1,NA,12,548,7,4,10,621,7,NA,1,90,1,1
1834,"Milieu",3,"France","CFM - CENTRE DE FORMATION LE HAVRE A.C.","aucun",2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00062,20.36,2,"1","0","0",0,1,1,1,NA,NA,NA,NA,2,10,783,7,1,6,481,6,1,12,1064,11,1
1849,"Attaquant",5,"France","aucun","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,33,NA,1
1876,"Gardien de But",10,"France","aucun","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,0
1878,"Gardien de But",2,"France","aucun","aucun",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",1,1,1,1,NA,7,581,7,NA,14,1097,13,NA,3,270,3,NA,14,1244,13,1
1901,"Defenseur",11,"France","CFM - CENTRE DE FORMATION ST. RENNAIS F.C.","aucun",1,0,NA,12.42,12.42,12.42,12.42,12.42,12.42,12.42,12.42,NA,0.00024,14.36,2,"1","0","0",0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,6,323,4,1,8,552,6,0
1903,"Defenseur",3,"Portugal","CFM - CENTRE DE FORMATION TOULOUSE FOOTBALL CLUB","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,6,450,5,1,6,360,3,0
1943,"Defenseur",11,"France","CFM - CENTRE DE FORMATION PARIS F.C.","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1e-04,9.23,1,"1","0","0",0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2,8,472,5,1,7,461,5,1
1947,"Defenseur",5,"Sénégal","CFM - ACADEMY AS MONACO FC","aucun",3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5e-04,37.14,3,"0","1","1",1,1,1,1,NA,13,1074,12,NA,8,671,8,NA,4,355,4,1,16,1352,16,1
1964,"Defenseur",3,"France","CFM - ACADEMY AS MONACO FC","aucun",1,1,NA,18.34,18.34,18.34,18.67,18.67,18.34,18.34,18.34,NA,5e-05,12.05,3,"0","1","0",1,1,1,1,NA,5,275,3,NA,6,459,6,NA,2,145,2,NA,18,1600,17,0
1970,"Attaquant",2,"République Centrafricaine","CFM - CENTRE DE FORMATION CHAMOIS NIORTAIS F.C.","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00061,14.52,1,"1","0","0",0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2,3,167,2,2,2,147,2,0
1982,"Milieu",4,"France","CFM - CENTRE DE FORMATION O.G.C. NICE COTE D'AZUR","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00048,41.6,1,"0","1","0",0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,176,2,1
1992,"Gardien de But",11,"France","CFM - CENTRE DE FORMATION F.C. METZ","aucun",2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3.28,1,"0","0","1",1,0,1,1,NA,4,360,4,NA,NA,NA,NA,NA,1,90,1,NA,4,316,4,1
1996,"Attaquant",6,"France","CFM - CENTRE DE FORMATION ST DE REIMS","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00081,13.65,2,"0","0","1",0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6,258,2,0
2001,"Milieu",7,"France","CFM - CENTRE DE FORMATION LE HAVRE A.C.","aucun",0,1,NA,13.42,13.42,13.42,13.42,13.42,13.42,13.42,13.42,NA,0.00012,7.76,2,"0","1","1",1,1,0,1,NA,7,329,5,NA,7,342,5,NA,NA,NA,NA,NA,15,787,7,1
2003,"Attaquant",1,"France","aucun","aucun",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,77,1,NA,2,22,NA,1
2017,"Defenseur",5,"Madagascar","CFM - CENTRE DE FORMATION A.J. AUXERROISE","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",0,1,1,1,NA,NA,NA,NA,NA,1,50,NA,2,10,554,6,NA,1,44,NA,1
2022,"Milieu",5,"Algérie","CFM - CENTRE DE FORMATION LE HAVRE A.C.","aucun",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00055,12.41,2,"1","1","0",0,1,1,1,NA,NA,NA,NA,1,12,905,11,1,6,408,4,1,12,869,12,1
2026,"Milieu",3,"France","CFM - ACADEMY AS MONACO FC","PEM - PEM CLAIREFONTAINE",1,1,NA,17.17,17.17,17.17,15.74,15.74,17.17,17.17,17.17,NA,0.00025,9.88,3,"0","1","0",1,1,1,1,1,12,702,10,NA,6,294,4,NA,8,515,6,1,7,316,3,0
2067,"Milieu",10,"France","CFM - CENTRE DE FORMATION R.C. LENSOIS","aucun",0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00027,9.95,5,"0","1","1",0,1,1,1,NA,NA,NA,NA,NA,5,352,4,2,12,803,9,NA,9,563,6,0
2090,"Defenseur",9,"France","CFM - ACADEMY AS MONACO FC","PEM - PEM AIX EN PROVENCE",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,566,6,1
2098,"Gardien de But",2,"France","aucun","aucun",0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3.55,3,"1","0","1",0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,1216,14,1
2104,"Defenseur",4,"France","CFM - CENTRE DE FORMATION F.C. SOCHAUX MONTBELIARD","aucun",4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00033,21.24,1,"0","0","1",0,1,1,1,NA,NA,NA,NA,NA,10,772,8,NA,7,473,6,NA,10,724,8,0
2120,"Gardien de But",8,"France","CFM - CENTRE DE FORMATION VALENCIENNES F.C.","aucun",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,37.87,1,"0","0","1",0,1,0,1,NA,NA,NA,NA,NA,1,49,NA,NA,NA,NA,NA,NA,2,93,NA,0
2123,"Milieu",4,"France","CFM - CENTRE DE FORMATION O. DE LYON ET DU RHONE","aucun",0,0,14.63,16.8,16.73,16.8,16.64,16.64,16.73,16.8,16.8,16.48,0.00019,9.63,3,"1","0","0",1,0,1,1,1,7,379,4,NA,NA,NA,NA,NA,1,83,1,NA,1,14,NA,1
2160,"Attaquant",1,"France","CFM - CENTRE DE FORMATION F.C. SOCHAUX MONTBELIARD","PEM - PEM CLAIREFONTAINE",0,0,11.88,10.01,6.3,10.01,8.69,8.69,6.3,10.01,10.01,12.97,0.00077,7.19,3,"1","0","1",1,1,0,1,2,6,240,3,NA,1,44,NA,NA,NA,NA,NA,5,15,790,10,1
2194,"Gardien de But",6,"Congo","CFM - CENTRE DE FORMATION MONTPELLIER HERAULT SP.C.","aucun",2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,34.02,1,"0","0","0",1,0,0,1,NA,1,90,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,357,5,1
2206,"Milieu",4,"France","CFM - CENTRE DE FORMATION ST. RENNAIS F.C.","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00049,21.53,1,"1","0","0",0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,45,1,1,3,165,2,0
2222,"Attaquant",3,"Algérie","aucun","aucun",0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00167,16.21,3,"0","0","1",0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,99,1,0
2231,"Defenseur",10,"France","CFM - CENTRE DE FORMATION VALENCIENNES F.C.","aucun",5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00021,34.84,3,"1","0","1",1,1,1,1,NA,3,270,3,NA,12,1002,11,1,10,601,7,NA,6,436,5,0
2305,"Milieu",6,"France","CFM - CENTRE DE FORMATION AMIENS SP.C. PICARDIE","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00047,13.32,1,"0","0","1",0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,102,1,0
2309,"Defenseur",7,"France","CFM - CENTRE DE FORMATION LE HAVRE A.C.","aucun",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,96,1,"1","0","0",1,1,1,1,1,15,1194,14,1,17,1453,16,1,5,362,5,NA,12,1023,12,0
2350,"Defenseur",1,"France","CFM - CENTRE DE FORMATION TOULOUSE FOOTBALL CLUB","aucun",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,90,1,"0","1","0",1,1,1,1,NA,4,300,3,NA,5,377,4,NA,2,171,2,NA,20,1552,18,1
2353,"Gardien de But",3,"France","CFM - CENTRE DE FORMATION F.C. LORIENT","aucun",0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,18.16,2,"0","0","1",0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,270,3,NA,5,450,5,1
2368,"Milieu",2,"France","CFM - CENTRE DE FORMATION O. DE LYON ET DU RHONE","aucun",1,0,NA,15.64,15.64,15.64,14.82,14.82,15.64,15.64,15.64,NA,0.00036,15.74,2,"1","0","0",1,1,1,1,3,12,903,9,2,15,1214,15,1,12,859,10,1,16,1122,13,1
2369,"Attaquant",2,"Cameroun","CFM - CENTRE DE FORMATION F.C. NANTES","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",0,1,0,1,NA,NA,NA,NA,NA,3,182,2,NA,NA,NA,NA,NA,2,104,2,1
2386,"Milieu",2,"France","aucun","aucun",2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00013,8.66,2,"1","0","0",1,1,1,1,NA,6,368,5,NA,2,115,1,NA,8,564,7,NA,11,634,7,1
2412,"Defenseur",7,"France","CFM - LOSC LILLE ASSOCIATION","aucun",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00011,37.62,1,"1","0","0",1,0,0,1,NA,7,354,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,180,2,0
2424,"Gardien de But",3,"France","CFM - CENTRE DE FORMATION A.S. ST ETIENNE","aucun",2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,33.55,2,"1","0","1",1,1,1,1,NA,7,630,7,NA,1,90,1,NA,1,44,NA,NA,5,450,5,1
2430,"Defenseur",10,"France","CFM - CENTRE DE FORMATION AMIENS SP.C. PICARDIE","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6e-05,10.13,3,"0","1","1",0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,71,1,NA,3,105,1,1
2438,"Defenseur",2,"France","aucun","aucun",0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00037,11.85,3,"1","0","0",1,0,1,1,NA,1,90,1,NA,NA,NA,NA,NA,2,180,2,NA,13,979,12,1
2442,"Attaquant",1,"Madagascar","aucun","aucun",0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00353,26.26,2,"0","0","1",1,0,0,1,NA,4,111,2,NA,NA,NA,NA,NA,NA,NA,NA,1,2,76,1,0
2444,"Defenseur",1,"France","CFM - CENTRE DE FORMATION TOULOUSE FOOTBALL CLUB","aucun",1,0,18.68,16.92,15.17,16.92,16.51,16.51,15.17,16.92,16.92,18.68,0.00027,13.54,1,"0","1","0",1,0,1,1,NA,8,322,3,NA,NA,NA,NA,NA,6,478,5,1,3,270,3,0
2450,"Defenseur",1,"France","CFM - CENTRE DE FORMATION MONTPELLIER HERAULT SP.C.","aucun",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00012,18.05,1,"0","0","0",0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,136,2,1,12,788,9,1
2451,"Gardien de But",12,"France","CFM - CENTRE DE FORMATION R.C. STRASBOURG ALSACE","PEM - PEM NANCY",0,0,NA,13.08,13.48,13.08,18.62,18.62,16.8,14.91,14.91,14.91,1e-05,8.51,3,"0","0","1",1,0,1,1,NA,3,270,3,NA,NA,NA,NA,NA,3,270,3,NA,6,540,6,1
2465,"Gardien de But",3,"Tunisie","CFM - CENTRE DE FORMATION O.G.C. NICE COTE D'AZUR","aucun",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,15.75,1,"0","1","0",1,1,1,1,NA,2,180,2,NA,2,180,2,NA,1,90,1,NA,2,180,2,1
2481,"Attaquant",3,"France","aucun","aucun",2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0021,22.4,1,"1","0","0",0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,7,427,5,1
2500,"Milieu",5,"France","CFM - CENTRE DE FORMATION ST. RENNAIS F.C.","aucun",1,0,NA,10.32,10.32,10.32,NA,NA,10.32,10.32,10.32,NA,0.00013,14.27,2,"1","0","0",1,1,1,1,NA,10,508,5,NA,10,654,8,NA,7,323,3,NA,6,370,4,1
2502,"Defenseur",3,"Guadeloupe","CFM - CENTRE DE FORMATION ST. RENNAIS F.C.","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,94,1,"1","0","0",0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,608,7,NA,10,841,10,1
2512,"Gardien de But",5,"France","CFM - CENTRE DE FORMATION O. DE LYON ET DU RHONE","aucun",2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,21.18,1,"1","0","0",1,1,1,1,NA,7,579,6,NA,2,180,2,NA,1,90,1,NA,4,360,4,0
2523,"Defenseur",6,"France","aucun","aucun",0,0,NA,10,10,10,10,10,10,10,10,NA,0.00011,13.29,1,"1","0","0",0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,442,5,NA,6,506,6,0
2527,"Milieu",3,"France","aucun","aucun",0,1,NA,17.79,17.24,17.79,18.42,18.42,17.24,17.24,17.24,20,2e-04,9.28,2,"1","0","1",1,1,0,1,NA,2,89,1,NA,3,132,2,NA,NA,NA,NA,NA,9,407,6,1
2560,"Milieu",6,"France","CFM - CENTRE DE FORMATION O. DE LYON ET DU RHONE","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00253,65.79,1,"1","0","0",0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,187,2,1
2566,"Gardien de But",2,"France","aucun","aucun",1,0,NA,13.83,13.83,13.83,14.38,14.38,13.83,13.83,13.83,NA,0,17.29,2,"0","0","1",1,0,0,1,NA,3,270,3,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,0
2591,"Milieu",1,"France","CFM - LOSC LILLE ASSOCIATION","aucun",1,0,NA,15.09,15.09,15.09,NA,NA,15.09,15.09,15.09,NA,0.00049,14.46,2,"1","0","0",1,1,1,1,NA,11,537,6,1,8,286,2,4,7,438,5,2,15,970,10,1
2593,"Defenseur",3,"France","CFM - CENTRE DE FORMATION ST. RENNAIS F.C.","aucun",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8e-05,16.22,2,"1","0","0",1,1,1,1,NA,2,114,1,NA,2,131,2,NA,5,385,4,NA,3,270,3,0
2595,"Defenseur",8,"Cap-Vert","CFM - CENTRE DE FORMATION ST. RENNAIS F.C.","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",1,0,0,1,NA,1,90,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,450,4,1
2604,"Milieu",5,"France","CFM - CENTRE DE FORMATION F.C. DES GIRONDINS DE BORDEAUX","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,73,1,1
2619,"Milieu",4,"France","CFM - CENTRE DE FORMATION F.C. LORIENT","aucun",0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6e-05,18.71,2,"0","0","1",0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,454,4,1,2,76,NA,1
2663,"Milieu",8,"France","aucun","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,411,4,0
2672,"Defenseur",9,"France","aucun","aucun",3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00011,15.52,2,"1","0","1",1,1,1,1,NA,4,192,2,NA,14,1066,13,1,7,500,5,NA,7,540,6,0
2690,"Milieu",11,"France","CFM - CENTRE DE FORMATION ST. MALHERBE CAEN-CALV.B.NORM.","aucun",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",0,1,1,1,NA,NA,NA,NA,1,13,774,8,1,6,379,4,1,8,488,5,1
