"ID_INDIVIDU","POSTE","MOIS_NAISSANCE","NATIONALITE","CF_AGREE","POLE_ESPOIR","NB_PALMARES_AVANT_18","exp_avant_18","Anthropometrie","Detente_horizontale","Vitesse_lineaire","Vivacite","Jeux_reduits","Match","Conduite_de_balle","Gardiens_de_but","Jonglerie_en_mouvement","Vitesse_max_aerobie","NB_BUT_PAR_MIN_JOUE_PAR_SAISON_AVANT_18","NB_MIN_JOUE_PAR_MATCH_PAR_SAISON_AVANT_18","NB_CLUB_AVANT_18","TOP_50_AVANT_18","TOP_50_150_AVANT_18","top_restant_AVANT_18","France U16","France U17","France U18","U16_NB_BUT","U16_NB_MATCH_JOUE","U16_NB_MIN_JOUE","U16_TITULARISATION","U17_NB_BUT","U17_NB_MATCH_JOUE","U17_NB_MIN_JOUE","U17_TITULARISATION","U18_NB_BUT","U18_NB_MATCH_JOUE","U18_NB_MIN_JOUE","U18_TITULARISATION","Y"
3563,"Milieu",5,"France","aucun","aucun",5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00143,15.03,1,"1","0","0",1,1,1,7,9,591,6,NA,14,895,10,2,6,376,5,1
3581,"Attaquant",8,"France","CFM - CENTRE DE FORMATION ST. RENNAIS F.C.","aucun",0,1,NA,11.41,11.41,11.41,NA,NA,11.41,11.41,11.41,NA,0.00063,14.14,3,"1","1","0",0,1,1,NA,NA,NA,NA,NA,6,210,1,4,7,289,2,0
3591,"Attaquant",6,"France","CFM - CENTRE DE FORMATION R.C. STRASBOURG ALSACE","aucun",0,0,10.88,14.34,16.21,14.34,17.91,17.91,18.54,13.8,13.8,14.34,0.00067,12.18,1,"0","0","1",0,1,1,NA,NA,NA,NA,3,15,932,9,NA,3,57,1,0
3614,"Defenseur",5,"France","CFM - CENTRE DE FORMATION F.C. METZ","aucun",0,1,14.19,13.48,13.22,13.48,13.69,13.69,13.22,13.48,13.48,14.19,0.00021,12.53,3,"0","1","1",1,1,1,NA,6,383,5,NA,2,102,1,NA,1,46,1,1
3663,"Defenseur",2,"France","CFM - CENTRE DE FORMATION F.C. NANTES","aucun",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00015,37.89,1,"0","1","0",0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,58,1,0
3665,"Defenseur",3,"France","aucun","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,28.03,1,"0","0","0",0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,54,1,0
3666,"Milieu",1,"France","CFM - CENTRE DE FORMATION O. DE MARSEILLE - O.M.","aucun",0,0,18.28,14.28,14.28,14.28,18.28,18.28,10.27,10.27,10.27,NA,0,22.69,1,"1","0","0",0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,122,1,0
3678,"Attaquant",3,"Mali","CFM - CENTRE DE FORMATION F.C. DES GIRONDINS DE BORDEAUX","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,18.4,1,"0","0","1",1,0,1,1,3,116,2,NA,NA,NA,NA,3,7,299,3,0
3687,"Attaquant",2,"France","CFM - LOSC LILLE ASSOCIATION","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00049,24.58,1,"1","0","0",1,1,1,1,7,334,3,NA,2,180,2,NA,7,310,4,0
3702,"Attaquant",1,"France","CFM - LOSC LILLE ASSOCIATION","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00033,25.07,1,"1","0","0",0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,44,NA,0
3752,"Attaquant",6,"France","aucun","aucun",4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01235,8.1,1,"1","0","0",1,1,1,5,11,715,9,NA,8,571,8,1,4,252,3,1
3763,"Attaquant",5,"France","aucun","aucun",2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00177,23.58,1,"1","0","0",0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,3,6,495,5,1
3774,"Milieu",10,"France","CFM - CENTRE DE FORMATION ESPER. TROYES AUBE CHAMPAGNE","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00013,11.11,1,"0","0","0",0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,1,5,228,3,0
3780,"Defenseur",3,"France","CFM - CENTRE DE FORMATION TOULOUSE FOOTBALL CLUB","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,21.37,2,"0","1","0",0,1,1,NA,NA,NA,NA,NA,4,298,3,NA,1,90,1,0
3809,"Gardien de But",4,"France","CFM - CENTRE DE FORMATION ST. MALHERBE CAEN-CALV.B.NORM.","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,90,1,0
3816,"Attaquant",5,"France","CFM - CENTRE DE FORMATION A.J. AUXERROISE","aucun",0,0,11.88,11.88,6.47,11.88,11.88,11.88,NA,15.49,15.49,15.49,0.00074,29.03,2,"0","0","1",1,1,1,3,8,478,6,1,11,707,8,2,15,827,8,0
3821,"Gardien de But",2,"France","aucun","PEM - PEM CLAIREFONTAINE",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",0,1,1,NA,NA,NA,NA,NA,1,90,1,NA,1,90,1,0
3831,"Milieu",4,"France","aucun","aucun",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,27.29,1,"1","0","0",1,1,1,NA,2,61,1,NA,5,197,2,1,1,90,1,1
3887,"Milieu",10,"France","CFM - CENTRE DE FORMATION F.C. NANTES","aucun",1,0,10.39,14.84,17.07,14.84,17.07,17.07,17.07,14.84,14.84,10.39,0.00076,12.35,1,"0","1","0",1,0,1,2,5,259,2,NA,NA,NA,NA,NA,5,234,3,0
3899,"Defenseur",2,"France","CFM - CENTRE DE FORMATION F.C. SOCHAUX MONTBELIARD","aucun",2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,46.78,1,"0","0","1",1,0,1,2,16,1217,13,NA,NA,NA,NA,NA,2,88,1,0
3900,"Milieu",8,"France","CFM - CENTRE DE FORMATION AS NANCY LORRAINE","PEM - PEM NANCY",2,1,NA,NA,NA,NA,20,20,NA,NA,NA,NA,0,27.84,2,"0","1","0",1,1,1,1,16,1026,12,NA,13,1076,12,2,5,297,5,0
3919,"Defenseur",5,"France","CFM - ACADEMY AS MONACO FC","PEM - PEM REIMS",2,1,14.1,13.15,12.67,13.15,12.67,12.67,12.67,13.15,13.15,14.1,6e-05,12.68,4,"0","1","0",1,1,1,NA,8,581,6,NA,15,1090,12,1,12,881,10,1
3923,"Gardien de But",2,"France","CFM - CENTRE DE FORMATION O. DE MARSEILLE - O.M.","aucun",3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"0","0","0",1,1,1,NA,13,1082,13,NA,7,630,7,NA,3,270,3,1
3929,"Milieu",10,"France","CFM - CENTRE DE FORMATION ST. MALHERBE CAEN-CALV.B.NORM.","PEM - PEM PLOUFRAGAN",1,0,15.98,16.61,15.43,16.61,16.43,16.43,17.24,17.47,17.47,17.78,0.00013,13.88,2,"0","1","0",1,1,1,NA,3,131,2,NA,18,910,10,NA,4,235,2,1
3944,"Gardien de But",5,"France","CFM - CENTRE DE FORMATION R.C. LENSOIS","aucun",0,0,NA,8.79,8.79,8.79,NA,NA,8.79,8.79,8.79,NA,0,17.64,1,"0","1","0",0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,90,1,0
3963,"Defenseur",5,"France","CFM - CENTRE DE FORMATION EN AVANT GUINGAMP","aucun",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00015,20.47,1,"0","0","0",1,0,1,NA,4,145,1,NA,NA,NA,NA,NA,1,90,1,0
3967,"Defenseur",6,"France","CFM - CENTRE DE FORMATION O. DE LYON ET DU RHONE","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,26.92,2,"1","0","0",0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,362,4,1
3981,"Milieu",1,"France","CFM - CENTRE DE FORMATION A.J. AUXERROISE","PEM - PEM CLAIREFONTAINE",2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",1,1,1,1,9,633,7,NA,6,482,6,2,5,427,5,0
3982,"Milieu",9,"France","CFM - CENTRE DE FORMATION R.C. LENSOIS","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,1,3,224,2,1
4014,"Milieu",1,"France","CFM - CENTRE DE FORMATION A.J. AUXERROISE","aucun",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00056,38.7,1,"0","0","0",0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,1,6,253,2,0
4050,"Attaquant",6,"Cote d'ivoire","CFM - CENTRE DE FORMATION A.J. AUXERROISE","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",1,1,1,NA,1,41,1,NA,12,809,11,3,4,176,2,1
4058,"Defenseur",5,"France","CFM - CENTRE DE FORMATION R.C. LENSOIS","PEM - PEM CLAIREFONTAINE",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",0,1,1,NA,NA,NA,NA,NA,1,32,NA,NA,4,294,4,0
4060,"Attaquant",5,"France","CFM - CENTRE DE FORMATION F.C. SOCHAUX MONTBELIARD","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00083,16.26,2,"0","0","1",0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,152,2,0
4074,"Gardien de But",6,"France","CFM - CENTRE DE FORMATION F.C. NANTES","aucun",0,0,13.21,15.9,15.93,15.9,17.8,17.8,15.93,15.9,15.9,15.86,0,11.46,1,"0","1","0",1,0,1,NA,3,229,2,NA,NA,NA,NA,NA,4,360,4,0
4084,"Milieu",2,"France","CFM - CENTRE DE FORMATION F.C. SOCHAUX MONTBELIARD","aucun",2,1,14.15,15.3,15.73,15.3,16.02,16.02,15.73,15.3,15.3,14.15,8e-05,15.09,4,"1","1","1",1,1,1,2,4,285,4,1,19,1410,17,4,11,774,9,1
4091,"Attaquant",11,"Mali","CFM - ACADEMY AS MONACO FC","PEM - PEM CLAIREFONTAINE",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00177,34.81,2,"0","1","0",1,0,1,NA,2,105,2,NA,NA,NA,NA,2,10,571,7,0
4096,"Attaquant",1,"France","CFM - CENTRE DE FORMATION AS NANCY LORRAINE","PEM - PEM NANCY",0,1,NA,14.38,12.49,14.38,14.38,14.38,12.49,14.38,14.38,16.9,7e-05,12.4,4,"0","1","0",0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,63,1,0
4100,"Attaquant",6,"France","CFM - CENTRE DE FORMATION ST DE REIMS","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00021,25.16,1,"0","0","1",0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,91,1,0
4102,"Milieu",3,"Congo","CFM - CENTRE DE FORMATION R.C. LENSOIS","aucun",0,0,NA,14.88,14.88,14.88,NA,NA,14.88,14.88,14.88,NA,0.00034,23.32,1,"0","1","0",0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,195,2,0
4106,"Milieu",7,"France","CFM - ACADEMY AS MONACO FC","aucun",1,1,NA,16.1,16.1,16.1,14.07,14.07,16.1,15.94,15.94,NA,0.00036,10.23,4,"0","1","1",1,1,1,2,10,720,9,NA,17,962,9,1,6,238,2,1
4111,"Gardien de But",11,"France","CFM - LOSC LILLE ASSOCIATION","PEM - PEM LIEVIN",0,0,15.05,17.98,18.71,17.98,18.71,18.71,18.71,18.71,18.71,15.05,0,21.14,2,"1","0","0",1,0,1,NA,1,90,1,NA,NA,NA,NA,NA,4,360,4,1
4113,"Milieu",8,"France","CFM - CENTRE DE FORMATION R.C. LENSOIS","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6,NA,0
4118,"Milieu",3,"France","aucun","aucun",2,1,16.84,15.06,13.72,15.06,15.06,15.06,13.72,15.06,15.06,16.84,0.00026,16.82,5,"1","0","1",1,0,1,2,5,259,2,NA,NA,NA,NA,1,9,698,8,0
4126,"Milieu",11,"France","CFM - CENTRE DE FORMATION O. DE MARSEILLE - O.M.","aucun",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,22.15,1,"1","0","0",0,1,1,NA,NA,NA,NA,NA,9,701,9,NA,9,810,9,1
4134,"Gardien de But",3,"France","aucun","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,630,7,1
4149,"Attaquant",2,"Algérie","CFM - CENTRE DE FORMATION O. DE LYON ET DU RHONE","aucun",0,0,NA,16.4,16.4,16.4,15.73,15.73,16.4,16.4,16.4,NA,0.00113,15.21,2,"1","0","0",1,1,1,4,11,561,6,5,13,955,11,5,5,316,4,1
4153,"Defenseur",4,"France","CFM - CENTRE DE FORMATION R.C. LENSOIS","PEM - PEM LIEVIN",0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00154,86.67,1,"1","0","0",0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,1,2,135,2,1
4154,"Milieu",3,"France","CFM - CENTRE DE FORMATION ST. MALHERBE CAEN-CALV.B.NORM.","aucun",0,0,15.6,15.03,14.6,15.03,15.03,15.03,14.6,15.03,15.03,15.6,4e-05,16.2,1,"0","1","0",0,1,1,NA,NA,NA,NA,NA,1,67,1,NA,6,367,4,1
4164,"Defenseur",5,"Espagne","aucun","aucun",0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,88.94,1,"0","0","1",0,1,1,NA,NA,NA,NA,NA,11,615,5,NA,9,668,8,1
4169,"Defenseur",1,"France","aucun","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1,"1","0","0",1,1,1,NA,3,155,2,NA,4,239,3,NA,2,180,2,0
4187,"Attaquant",3,"France","CFM - CENTRE DE FORMATION ST. RENNAIS F.C.","aucun",0,0,10.41,8.69,7.55,8.69,NA,NA,7.55,8.69,8.69,10.41,0.00077,9.53,2,"1","0","0",1,0,1,2,3,199,2,NA,NA,NA,NA,NA,2,87,1,0
4190,"Defenseur",8,"Cote d'ivoire","CFM - CENTRE DE FORMATION A.J. AUXERROISE","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7e-05,23.01,1,"0","0","0",1,1,1,NA,5,326,4,NA,1,90,1,NA,2,180,2,1
4191,"Defenseur",11,"France","CFM - CENTRE DE FORMATION O. DE MARSEILLE - O.M.","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00022,27.58,3,"1","0","0",0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,90,1,1
4195,"Defenseur",7,"France","aucun","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,90,1,0
4197,"Defenseur",6,"France","CFM - CENTRE DE FORMATION MONTPELLIER HERAULT SP.C.","PEM - PEM AIX EN PROVENCE",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00033,27.54,2,"0","0","0",1,0,1,NA,2,180,2,NA,NA,NA,NA,NA,1,90,1,0
4209,"Milieu",11,"France","CFM - CENTRE DE FORMATION F.C. LORIENT","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00019,20.39,1,"0","0","1",0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,198,2,0
4212,"Milieu",8,"France","CFM - CENTRE DE FORMATION VALENCIENNES F.C.","aucun",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",0,1,1,NA,NA,NA,NA,NA,7,630,7,NA,4,299,4,1
4216,"Milieu",3,"Bénin","CFM - CENTRE DE FORMATION F.C. DES GIRONDINS DE BORDEAUX","aucun",0,0,17.8,15.59,13.37,15.59,17.8,17.8,13.37,15.59,15.59,17.8,0.00024,8.39,1,"0","0","1",1,0,1,1,3,165,2,NA,NA,NA,NA,3,11,646,7,0
4223,"Defenseur",6,"France","CFM - CENTRE DE FORMATION O. DE MARSEILLE - O.M.","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01031,48.5,2,"1","0","0",0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,104,1,1
4240,"Milieu",1,"France","CFM - CENTRE DE FORMATION F.C. METZ","aucun",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00012,21.94,2,"1","0","1",0,1,1,NA,NA,NA,NA,NA,9,448,4,NA,6,433,4,0
4256,"Gardien de But",3,"France","CFM - CENTRE DE FORMATION LE HAVRE A.C.","aucun",2,0,11.23,14.97,14.97,14.97,14.97,14.97,17.78,14.97,17.78,NA,0,15.04,2,"0","1","1",1,1,1,NA,4,360,4,NA,12,968,11,NA,10,852,9,0
4265,"Defenseur",11,"Cameroun","CFM - CENTRE DE FORMATION LE HAVRE A.C.","PEM - PEM LIEVIN",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",1,1,1,1,10,620,7,NA,1,90,1,NA,3,238,3,0
4271,"Attaquant",6,"France","CFM - CENTRE DE FORMATION F.C. SOCHAUX MONTBELIARD","PEM - PEM REIMS",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",1,1,1,6,15,769,8,3,8,339,3,NA,2,90,1,0
4280,"Defenseur",6,"France","CFM - CENTRE DE FORMATION F.C. DES GIRONDINS DE BORDEAUX","PEM - PEM TALENCE",0,0,14.27,14.51,14.74,14.51,14.27,14.27,14.74,14.5,14.51,14.27,0.00011,13.21,2,"0","0","1",0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,687,8,0
4302,"Attaquant",6,"France","aucun","aucun",3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00216,9.2,2,"1","0","0",1,1,1,1,9,596,6,NA,8,707,8,1,6,441,5,1
4303,"Gardien de But",3,"France","CFM - ACADEMY AS MONACO FC","aucun",0,0,NA,15.81,14.37,15.81,15.81,15.81,14.37,15.81,15.81,NA,2e-05,12.49,2,"0","1","0",1,0,1,NA,1,41,1,NA,NA,NA,NA,NA,3,270,3,0
4327,"Defenseur",6,"France","CFM - CENTRE DE FORMATION F.C. NANTES","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00017,11.4,2,"0","1","0",0,1,1,NA,NA,NA,NA,NA,6,439,5,NA,2,71,1,0
4333,"Attaquant",6,"France","aucun","aucun",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00631,10.57,1,"1","0","0",1,1,1,2,7,377,4,NA,2,86,1,1,4,251,3,1
4346,"Defenseur",8,"France","CFM - CENTRE DE FORMATION ST. LAVALLOIS F.C.","aucun",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,33.69,1,"1","0","0",1,1,1,NA,13,762,9,NA,1,90,1,NA,1,78,1,0
4357,"Attaquant",1,"France","CFM - CENTRE DE FORMATION R.C. LENSOIS","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00052,22.06,1,"0","1","0",1,0,1,NA,3,150,2,NA,NA,NA,NA,1,4,224,2,1
4378,"Milieu",4,"France","CFM - CENTRE DE FORMATION O. DE MARSEILLE - O.M.","aucun",3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"0","0","0",1,1,1,2,9,534,7,NA,2,151,2,NA,2,48,1,0
4395,"Attaquant",5,"France","CFM - CENTRE DE FORMATION O. DE LYON ET DU RHONE","aucun",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,1,3,218,3,1
4401,"Milieu",1,"Sénégal","CFM - CENTRE DE FORMATION LE HAVRE A.C.","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00062,36.26,1,"0","1","0",0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,174,2,0
4410,"Defenseur",9,"France","CFM - CENTRE DE FORMATION O.G.C. NICE COTE D'AZUR","PEM - PEM CASTELMAUROU",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00559,48.82,1,"0","1","0",0,1,1,NA,NA,NA,NA,2,4,248,3,NA,1,18,NA,0
4414,"Milieu",1,"France","CFM - CENTRE DE FORMATION R.C. LENSOIS","aucun",3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",1,0,1,1,9,454,5,NA,NA,NA,NA,NA,5,216,2,1
4416,"Attaquant",2,"France","CFM - CENTRE DE FORMATION LA BERRICHONNE DE CHATEAUROUX","aucun",2,1,18.52,18.52,18.52,18.52,18.52,18.52,NA,NA,NA,NA,0.00022,11.3,4,"1","0","0",0,1,1,NA,NA,NA,NA,1,7,290,3,1,9,257,2,0
4423,"Defenseur",2,"France","CFM - CENTRE DE FORMATION ST. RENNAIS F.C.","aucun",0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,"0","0","1",0,1,1,NA,NA,NA,NA,NA,7,630,7,NA,1,11,NA,0
4431,"Defenseur",9,"France","CFM - CENTRE DE FORMATION F.C. METZ","aucun",1,0,NA,11.11,11.78,11.11,11.11,11.11,11.78,11.11,11.11,10.22,6e-05,21.23,1,"0","0","1",1,1,1,NA,15,1120,13,NA,11,923,10,1,9,782,9,0
4432,"Milieu",3,"France","CFM - ACADEMY AS MONACO FC","aucun",2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,35.36,2,"0","1","0",0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,104,1,1
4438,"Attaquant",6,"France","CFM - CENTRE DE FORMATION ST. MALHERBE CAEN-CALV.B.NORM.","aucun",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",1,1,1,7,11,451,5,NA,2,119,2,NA,3,82,1,0
4441,"Defenseur",7,"France","CFM - CENTRE DE FORMATION AS NANCY LORRAINE","PEM - PEM NANCY",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4e-04,88.21,1,"0","0","0",1,1,1,NA,2,119,2,NA,4,260,3,NA,3,53,1,0
4443,"Attaquant",1,"France","aucun","aucun",3,0,NA,NA,NA,NA,20,20,NA,NA,NA,NA,0.00229,17.47,2,"1","1","0",0,1,1,NA,NA,NA,NA,2,12,824,10,4,9,624,7,1
4449,"Milieu",5,"France","CFM - CENTRE DE FORMATION ST. RENNAIS F.C.","aucun",2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",1,1,1,1,12,885,10,NA,5,202,2,2,2,119,1,0
4512,"Defenseur",1,"France","CFM - CENTRE DE FORMATION ST. BRESTOIS 29","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,18.97,1,"0","0","1",0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,194,2,0
4521,"Milieu",6,"France","CFM - CENTRE DE FORMATION ST. RENNAIS F.C.","aucun",0,0,9.93,9.93,9.93,9.93,NA,NA,NA,NA,NA,9.93,0.00024,8.33,1,"1","0","0",0,1,1,NA,NA,NA,NA,7,17,1129,14,NA,NA,0,NA,1
4547,"Attaquant",4,"France","CFM - CENTRE DE FORMATION F.C. DES GIRONDINS DE BORDEAUX","PEM - PEM CASTELMAUROU",0,0,13.41,14.26,14.69,14.26,14.28,14.28,15.1,14.43,14.43,13.48,0.00018,14.75,2,"0","0","1",1,0,1,1,4,182,3,NA,NA,NA,NA,NA,1,46,1,0
4572,"Attaquant",10,"France","CFM - LOSC LILLE ASSOCIATION","aucun",0,0,14.58,12.06,10.17,12.06,12.06,12.06,10.17,12.06,12.06,14.58,0.00091,11.92,4,"1","0","1",0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,4,7,418,5,0
4574,"Milieu",2,"France","CFM - CENTRE DE FORMATION TOULOUSE FOOTBALL CLUB","aucun",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00179,36.67,1,"0","1","0",1,1,1,1,7,337,4,1,12,834,10,NA,5,183,2,0
4578,"Milieu",7,"Turquie","CFM - CENTRE DE FORMATION F.C. SOCHAUX MONTBELIARD","aucun",1,0,NA,NA,NA,NA,20,20,NA,NA,NA,NA,0.00038,32.92,1,"0","0","1",1,0,1,1,6,375,4,NA,NA,NA,NA,NA,5,103,1,0
4587,"Attaquant",5,"Maroc","CFM - CENTRE DE FORMATION TOULOUSE FOOTBALL CLUB","PEM - PEM CASTELMAUROU",0,0,NA,14.32,14.32,14.32,NA,NA,14.32,14.32,14.32,NA,0.00069,24.37,1,"0","1","0",0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,422,5,1
4593,"Attaquant",4,"France","CFM - CENTRE DE FORMATION ST. RENNAIS F.C.","aucun",2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",1,1,1,10,11,688,7,1,8,346,2,2,4,257,3,1
4609,"Gardien de But",4,"France","CFM - CENTRE DE FORMATION F.C. DES GIRONDINS DE BORDEAUX","aucun",1,0,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,0,15.02,2,"0","1","1",1,0,1,NA,1,90,1,NA,NA,NA,NA,NA,2,136,2,0
4615,"Gardien de But",1,"France","CFM - CENTRE DE FORMATION F.C. DES GIRONDINS DE BORDEAUX","aucun",3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,23.26,2,"0","0","1",1,1,1,NA,10,851,10,NA,8,671,8,NA,5,450,5,1
4616,"Milieu",1,"Congo","CFM - CENTRE DE FORMATION AS NANCY LORRAINE","aucun",2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",1,1,1,NA,15,906,10,1,9,730,8,NA,5,341,3,0
4635,"Milieu",12,"France","aucun","aucun",0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3e-04,15.51,3,"0","0","1",0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,179,2,1
4687,"Milieu",3,"France","CFM - CENTRE DE FORMATION F.C. NANTES","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",1,1,1,NA,1,45,NA,NA,3,96,1,1,5,270,2,0
